id,usuario,name,city,categ
10824,7,Domino's Pizza,Mississauga,Caterers
0,7,Emerald Chinese Restaurant,Mississauga,DimSum
9962,7,Maz Maz Shawarma,Mississauga,Mediterranean
3778,7,Country Style Donuts,Mississauga,Donuts
509,7,KooKoo Chicken,Mississauga,Taiwanese
3501,7,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
12288,7,Tim Hortons,Mississauga,Donuts
840,7,On the Bun Burgers,Mississauga,Halal
15869,7,Tim Horton's,Mississauga,Breakfast&Brunch
13036,7,Macey's Restaurant,Mississauga,ImportedFood
0,8,Emerald Chinese Restaurant,Mississauga,DimSum
840,8,On the Bun Burgers,Mississauga,Halal
509,8,KooKoo Chicken,Mississauga,Taiwanese
184,8,The Golden Pheasant,Mississauga,ModernEuropean
4860,8,Alexandria Fish,Mississauga,Fish&Chips
3360,8,Starbucks,Mississauga,Coffee&Tea
18616,8,Premium Sweets,Mississauga,Bangladeshi
10824,8,Domino's Pizza,Mississauga,Caterers
11006,8,Shaheen Food Centre,Mississauga,EthicalGrocery
18817,8,Tea Room,Mississauga,TeaRooms
17078,9,Allspice Bakery Cafe,Mississauga,EthnicFood
15847,9,Sunnyside Grill,Mississauga,Breakfast&Brunch
1554,9,Border MX Mexican Grill and Cantina,Mississauga,Mexican
10875,9,Topiary's Steak & Seafood,Mississauga,Steakhouses
2370,9,Thai Express,Mississauga,Thai
11129,9,Taco Bell,Mississauga,Mexican
18208,9,Feng Wok 'N' Roll,Mississauga,Hakka
11776,9,San Francesco Foods,Mississauga,LocalFlavor
3522,9,Molisana Bakery,Mississauga,Bakeries
13049,9,Layali Ambrosia Restaurant,Mississauga,Lebanese
3501,10,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
10824,10,Domino's Pizza,Mississauga,Caterers
0,10,Emerald Chinese Restaurant,Mississauga,DimSum
3778,10,Country Style Donuts,Mississauga,Donuts
9962,10,Maz Maz Shawarma,Mississauga,Mediterranean
12288,10,Tim Hortons,Mississauga,Donuts
509,10,KooKoo Chicken,Mississauga,Taiwanese
18817,10,Tea Room,Mississauga,TeaRooms
7370,10,Second Cup,Mississauga,Coffee&Tea
7015,10,Canadian BBQ,Mississauga,HotDogs
17078,11,Allspice Bakery Cafe,Mississauga,EthnicFood
15847,11,Sunnyside Grill,Mississauga,Breakfast&Brunch
14707,11,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
2574,11,Quik Chik,Mississauga,ChickenShop
13049,11,Layali Ambrosia Restaurant,Mississauga,Lebanese
531,11,Jessie's,Mississauga,American(Traditional)
17747,11,Charlie's Caribbean Cuisine,Mississauga,Caribbean
1554,11,Border MX Mexican Grill and Cantina,Mississauga,Mexican
12964,11,Momiji Japanese Restaurant,Mississauga,Japanese
3522,11,Molisana Bakery,Mississauga,Bakeries
17078,12,Allspice Bakery Cafe,Mississauga,EthnicFood
11129,12,Taco Bell,Mississauga,Mexican
10875,12,Topiary's Steak & Seafood,Mississauga,Steakhouses
11776,12,San Francesco Foods,Mississauga,LocalFlavor
17747,12,Charlie's Caribbean Cuisine,Mississauga,Caribbean
13049,12,Layali Ambrosia Restaurant,Mississauga,Lebanese
2574,12,Quik Chik,Mississauga,ChickenShop
15847,12,Sunnyside Grill,Mississauga,Breakfast&Brunch
1554,12,Border MX Mexican Grill and Cantina,Mississauga,Mexican
17428,12,Montana's BBQ & Bar,Mississauga,ComfortFood
0,13,Emerald Chinese Restaurant,Mississauga,DimSum
184,13,The Golden Pheasant,Mississauga,ModernEuropean
5215,13,Tandoori Mezban,Mississauga,Pakistani
1995,13,Sapore Halal Italian Eatery,Mississauga,Italian
3545,13,Osmow's Heartland,Mississauga,Mediterranean
509,13,KooKoo Chicken,Mississauga,Taiwanese
3501,13,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
12288,13,Tim Hortons,Mississauga,Donuts
6321,13,Panorama Bakery and Grill,Mississauga,EthnicFood
15869,13,Tim Horton's,Mississauga,Breakfast&Brunch
14707,14,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,14,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,14,Layali Ambrosia Restaurant,Mississauga,Lebanese
7615,14,McDonald's,Mississauga,Burgers
1554,14,Border MX Mexican Grill and Cantina,Mississauga,Mexican
2370,14,Thai Express,Mississauga,Thai
12964,14,Momiji Japanese Restaurant,Mississauga,Japanese
2501,14,Pizzaville,Mississauga,American(Traditional)
17747,14,Charlie's Caribbean Cuisine,Mississauga,Caribbean
1721,14,Pho Queen City,Mississauga,Noodles
10824,15,Domino's Pizza,Mississauga,Caterers
0,15,Emerald Chinese Restaurant,Mississauga,DimSum
9962,15,Maz Maz Shawarma,Mississauga,Mediterranean
3778,15,Country Style Donuts,Mississauga,Donuts
1995,15,Sapore Halal Italian Eatery,Mississauga,Italian
840,15,On the Bun Burgers,Mississauga,Halal
509,15,KooKoo Chicken,Mississauga,Taiwanese
17575,15,Lemongrass Kitchen,Mississauga,Chinese
9145,15,Las Margaritas,Mississauga,LatinAmerican
7615,15,McDonald's,Mississauga,Burgers
14707,16,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,16,Allspice Bakery Cafe,Mississauga,EthnicFood
15847,16,Sunnyside Grill,Mississauga,Breakfast&Brunch
13049,16,Layali Ambrosia Restaurant,Mississauga,Lebanese
1554,16,Border MX Mexican Grill and Cantina,Mississauga,Mexican
2370,16,Thai Express,Mississauga,Thai
12964,16,Momiji Japanese Restaurant,Mississauga,Japanese
18208,16,Feng Wok 'N' Roll,Mississauga,Hakka
531,16,Jessie's,Mississauga,American(Traditional)
1668,16,Chimney Fresh,Mississauga,Indian
10824,17,Domino's Pizza,Mississauga,Caterers
2574,17,Quik Chik,Mississauga,ChickenShop
840,17,On the Bun Burgers,Mississauga,Halal
17747,17,Charlie's Caribbean Cuisine,Mississauga,Caribbean
0,17,Emerald Chinese Restaurant,Mississauga,DimSum
15847,17,Sunnyside Grill,Mississauga,Breakfast&Brunch
18616,17,Premium Sweets,Mississauga,Bangladeshi
16887,17,Ben Thanh Vietnamese Thai Cuisine,Mississauga,Vietnamese
10381,17,Jimmy the Greek,Mississauga,Greek
2971,17,Shalimar Restaurant,Mississauga,Pakistani
0,18,Emerald Chinese Restaurant,Mississauga,DimSum
10824,18,Domino's Pizza,Mississauga,Caterers
3778,18,Country Style Donuts,Mississauga,Donuts
509,18,KooKoo Chicken,Mississauga,Taiwanese
9962,18,Maz Maz Shawarma,Mississauga,Mediterranean
840,18,On the Bun Burgers,Mississauga,Halal
1995,18,Sapore Halal Italian Eatery,Mississauga,Italian
12288,18,Tim Hortons,Mississauga,Donuts
3545,18,Osmow's Heartland,Mississauga,Mediterranean
15869,18,Tim Horton's,Mississauga,Breakfast&Brunch
10824,19,Domino's Pizza,Mississauga,Caterers
3501,19,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
0,19,Emerald Chinese Restaurant,Mississauga,DimSum
3778,19,Country Style Donuts,Mississauga,Donuts
12288,19,Tim Hortons,Mississauga,Donuts
9962,19,Maz Maz Shawarma,Mississauga,Mediterranean
10751,19,Wok To Go,Mississauga,Chinese
509,19,KooKoo Chicken,Mississauga,Taiwanese
7370,19,Second Cup,Mississauga,Coffee&Tea
7015,19,Canadian BBQ,Mississauga,HotDogs
3501,20,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
14707,20,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
12964,20,Momiji Japanese Restaurant,Mississauga,Japanese
1995,20,Sapore Halal Italian Eatery,Mississauga,Italian
11613,20,Roma Italian Restaurant,Mississauga,Italian
11580,20,Muddy Duck Restaurant,Mississauga,Buffets
11129,20,Taco Bell,Mississauga,Mexican
4937,20,Swiss Chalet Rotisserie & Grill,Mississauga,ComfortFood
10751,20,Wok To Go,Mississauga,Chinese
3545,20,Osmow's Heartland,Mississauga,Mediterranean
14707,21,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
13049,21,Layali Ambrosia Restaurant,Mississauga,Lebanese
17078,21,Allspice Bakery Cafe,Mississauga,EthnicFood
11129,21,Taco Bell,Mississauga,Mexican
12964,21,Momiji Japanese Restaurant,Mississauga,Japanese
1721,21,Pho Queen City,Mississauga,Noodles
11181,21,True Burger,Mississauga,Burgers
14386,21,Little Caesars Pizza,Mississauga,Pizza
5173,21,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
17915,21,Pho Ginger,Mississauga,Vietnamese
3501,22,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
0,22,Emerald Chinese Restaurant,Mississauga,DimSum
3778,22,Country Style Donuts,Mississauga,Donuts
10824,22,Domino's Pizza,Mississauga,Caterers
1995,22,Sapore Halal Italian Eatery,Mississauga,Italian
9962,22,Maz Maz Shawarma,Mississauga,Mediterranean
9145,22,Las Margaritas,Mississauga,LatinAmerican
7615,22,McDonald's,Mississauga,Burgers
509,22,KooKoo Chicken,Mississauga,Taiwanese
11580,22,Muddy Duck Restaurant,Mississauga,Buffets
3501,23,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
0,23,Emerald Chinese Restaurant,Mississauga,DimSum
184,23,The Golden Pheasant,Mississauga,ModernEuropean
12288,23,Tim Hortons,Mississauga,Donuts
1995,23,Sapore Halal Italian Eatery,Mississauga,Italian
3778,23,Country Style Donuts,Mississauga,Donuts
509,23,KooKoo Chicken,Mississauga,Taiwanese
4937,23,Swiss Chalet Rotisserie & Grill,Mississauga,ComfortFood
10751,23,Wok To Go,Mississauga,Chinese
13036,23,Macey's Restaurant,Mississauga,ImportedFood
17078,24,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,24,Layali Ambrosia Restaurant,Mississauga,Lebanese
14707,24,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
11129,24,Taco Bell,Mississauga,Mexican
12964,24,Momiji Japanese Restaurant,Mississauga,Japanese
1721,24,Pho Queen City,Mississauga,Noodles
9291,24,Social Eatery,Mississauga,Bars
1554,24,Border MX Mexican Grill and Cantina,Mississauga,Mexican
17747,24,Charlie's Caribbean Cuisine,Mississauga,Caribbean
17915,24,Pho Ginger,Mississauga,Vietnamese
3501,25,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
10875,25,Topiary's Steak & Seafood,Mississauga,Steakhouses
5215,25,Tandoori Mezban,Mississauga,Pakistani
11129,25,Taco Bell,Mississauga,Mexican
5517,25,Swiss Chalet Rotisserie & Grill,Mississauga,ComfortFood
6321,25,Panorama Bakery and Grill,Mississauga,EthnicFood
0,25,Emerald Chinese Restaurant,Mississauga,DimSum
17979,25,Airport Grill,Mississauga,Restaurants
2198,25,Chipotle Mexican Grill,Mississauga,FoodCourt
11776,25,San Francesco Foods,Mississauga,LocalFlavor
10824,26,Domino's Pizza,Mississauga,Caterers
0,26,Emerald Chinese Restaurant,Mississauga,DimSum
9962,26,Maz Maz Shawarma,Mississauga,Mediterranean
12288,26,Tim Hortons,Mississauga,Donuts
3778,26,Country Style Donuts,Mississauga,Donuts
3501,26,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
509,26,KooKoo Chicken,Mississauga,Taiwanese
7370,26,Second Cup,Mississauga,Coffee&Tea
1995,26,Sapore Halal Italian Eatery,Mississauga,Italian
2574,26,Quik Chik,Mississauga,ChickenShop
2574,27,Quik Chik,Mississauga,ChickenShop
10824,27,Domino's Pizza,Mississauga,Caterers
15847,27,Sunnyside Grill,Mississauga,Breakfast&Brunch
17078,27,Allspice Bakery Cafe,Mississauga,EthnicFood
17747,27,Charlie's Caribbean Cuisine,Mississauga,Caribbean
11776,27,San Francesco Foods,Mississauga,LocalFlavor
531,27,Jessie's,Mississauga,American(Traditional)
2971,27,Shalimar Restaurant,Mississauga,Pakistani
10381,27,Jimmy the Greek,Mississauga,Greek
4860,27,Alexandria Fish,Mississauga,Fish&Chips
17078,28,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,28,Layali Ambrosia Restaurant,Mississauga,Lebanese
14707,28,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17747,28,Charlie's Caribbean Cuisine,Mississauga,Caribbean
2574,28,Quik Chik,Mississauga,ChickenShop
1554,28,Border MX Mexican Grill and Cantina,Mississauga,Mexican
7615,28,McDonald's,Mississauga,Burgers
11129,28,Taco Bell,Mississauga,Mexican
1721,28,Pho Queen City,Mississauga,Noodles
10875,28,Topiary's Steak & Seafood,Mississauga,Steakhouses
10875,29,Topiary's Steak & Seafood,Mississauga,Steakhouses
11776,29,San Francesco Foods,Mississauga,LocalFlavor
17747,29,Charlie's Caribbean Cuisine,Mississauga,Caribbean
17078,29,Allspice Bakery Cafe,Mississauga,EthnicFood
2574,29,Quik Chik,Mississauga,ChickenShop
10381,29,Jimmy the Greek,Mississauga,Greek
10824,29,Domino's Pizza,Mississauga,Caterers
16105,29,Salt and Pepper,Mississauga,Halal
2198,29,Chipotle Mexican Grill,Mississauga,FoodCourt
9126,29,Popeyes Louisiana Kitchen,Mississauga,Cajun/Creole
17078,30,Allspice Bakery Cafe,Mississauga,EthnicFood
14707,30,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
13049,30,Layali Ambrosia Restaurant,Mississauga,Lebanese
11129,30,Taco Bell,Mississauga,Mexican
12964,30,Momiji Japanese Restaurant,Mississauga,Japanese
1554,30,Border MX Mexican Grill and Cantina,Mississauga,Mexican
15847,30,Sunnyside Grill,Mississauga,Breakfast&Brunch
1721,30,Pho Queen City,Mississauga,Noodles
2370,30,Thai Express,Mississauga,Thai
7615,30,McDonald's,Mississauga,Burgers
10824,31,Domino's Pizza,Mississauga,Caterers
0,31,Emerald Chinese Restaurant,Mississauga,DimSum
9962,31,Maz Maz Shawarma,Mississauga,Mediterranean
3501,31,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
3778,31,Country Style Donuts,Mississauga,Donuts
12288,31,Tim Hortons,Mississauga,Donuts
509,31,KooKoo Chicken,Mississauga,Taiwanese
1995,31,Sapore Halal Italian Eatery,Mississauga,Italian
17575,31,Lemongrass Kitchen,Mississauga,Chinese
9145,31,Las Margaritas,Mississauga,LatinAmerican
3501,32,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
11129,32,Taco Bell,Mississauga,Mexican
11613,32,Roma Italian Restaurant,Mississauga,Italian
10751,32,Wok To Go,Mississauga,Chinese
4937,32,Swiss Chalet Rotisserie & Grill,Mississauga,ComfortFood
12964,32,Momiji Japanese Restaurant,Mississauga,Japanese
6321,32,Panorama Bakery and Grill,Mississauga,EthnicFood
184,32,The Golden Pheasant,Mississauga,ModernEuropean
10238,32,Costco,Mississauga,Tires
9291,32,Social Eatery,Mississauga,Bars
13049,33,Layali Ambrosia Restaurant,Mississauga,Lebanese
5215,33,Tandoori Mezban,Mississauga,Pakistani
184,33,The Golden Pheasant,Mississauga,ModernEuropean
7615,33,McDonald's,Mississauga,Burgers
3545,33,Osmow's Heartland,Mississauga,Mediterranean
6321,33,Panorama Bakery and Grill,Mississauga,EthnicFood
14386,33,Little Caesars Pizza,Mississauga,Pizza
1995,33,Sapore Halal Italian Eatery,Mississauga,Italian
14707,33,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
5173,33,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
14707,34,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
13049,34,Layali Ambrosia Restaurant,Mississauga,Lebanese
17078,34,Allspice Bakery Cafe,Mississauga,EthnicFood
7615,34,McDonald's,Mississauga,Burgers
5173,34,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
1721,34,Pho Queen City,Mississauga,Noodles
1554,34,Border MX Mexican Grill and Cantina,Mississauga,Mexican
5215,34,Tandoori Mezban,Mississauga,Pakistani
2370,34,Thai Express,Mississauga,Thai
12964,34,Momiji Japanese Restaurant,Mississauga,Japanese
13049,35,Layali Ambrosia Restaurant,Mississauga,Lebanese
17078,35,Allspice Bakery Cafe,Mississauga,EthnicFood
11129,35,Taco Bell,Mississauga,Mexican
14707,35,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
10875,35,Topiary's Steak & Seafood,Mississauga,Steakhouses
1721,35,Pho Queen City,Mississauga,Noodles
17915,35,Pho Ginger,Mississauga,Vietnamese
5215,35,Tandoori Mezban,Mississauga,Pakistani
9291,35,Social Eatery,Mississauga,Bars
14386,35,Little Caesars Pizza,Mississauga,Pizza
0,36,Emerald Chinese Restaurant,Mississauga,DimSum
1995,36,Sapore Halal Italian Eatery,Mississauga,Italian
3545,36,Osmow's Heartland,Mississauga,Mediterranean
3778,36,Country Style Donuts,Mississauga,Donuts
509,36,KooKoo Chicken,Mississauga,Taiwanese
3501,36,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
184,36,The Golden Pheasant,Mississauga,ModernEuropean
12288,36,Tim Hortons,Mississauga,Donuts
5215,36,Tandoori Mezban,Mississauga,Pakistani
18817,36,Tea Room,Mississauga,TeaRooms
14707,37,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,37,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,37,Layali Ambrosia Restaurant,Mississauga,Lebanese
12964,37,Momiji Japanese Restaurant,Mississauga,Japanese
1721,37,Pho Queen City,Mississauga,Noodles
7615,37,McDonald's,Mississauga,Burgers
1554,37,Border MX Mexican Grill and Cantina,Mississauga,Mexican
5173,37,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
15847,37,Sunnyside Grill,Mississauga,Breakfast&Brunch
11129,37,Taco Bell,Mississauga,Mexican
3501,38,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
11613,38,Roma Italian Restaurant,Mississauga,Italian
3778,38,Country Style Donuts,Mississauga,Donuts
18817,38,Tea Room,Mississauga,TeaRooms
11129,38,Taco Bell,Mississauga,Mexican
5517,38,Swiss Chalet Rotisserie & Grill,Mississauga,ComfortFood
10751,38,Wok To Go,Mississauga,Chinese
1788,38,Napoca Restaurant,Mississauga,ModernEuropean
14380,38,Dolled Up Cupcakes,Mississauga,Desserts
509,38,KooKoo Chicken,Mississauga,Taiwanese
10824,39,Domino's Pizza,Mississauga,Caterers
11776,39,San Francesco Foods,Mississauga,LocalFlavor
0,39,Emerald Chinese Restaurant,Mississauga,DimSum
4860,39,Alexandria Fish,Mississauga,Fish&Chips
2574,39,Quik Chik,Mississauga,ChickenShop
12288,39,Tim Hortons,Mississauga,Donuts
3360,39,Starbucks,Mississauga,Coffee&Tea
2971,39,Shalimar Restaurant,Mississauga,Pakistani
17747,39,Charlie's Caribbean Cuisine,Mississauga,Caribbean
10381,39,Jimmy the Greek,Mississauga,Greek
14707,40,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
1995,40,Sapore Halal Italian Eatery,Mississauga,Italian
3545,40,Osmow's Heartland,Mississauga,Mediterranean
7615,40,McDonald's,Mississauga,Burgers
10744,40,Nuri Village,Mississauga,Korean
5173,40,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
11613,40,Roma Italian Restaurant,Mississauga,Italian
11580,40,Muddy Duck Restaurant,Mississauga,Buffets
12964,40,Momiji Japanese Restaurant,Mississauga,Japanese
3778,40,Country Style Donuts,Mississauga,Donuts
14707,41,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
13049,41,Layali Ambrosia Restaurant,Mississauga,Lebanese
17078,41,Allspice Bakery Cafe,Mississauga,EthnicFood
12964,41,Momiji Japanese Restaurant,Mississauga,Japanese
1721,41,Pho Queen City,Mississauga,Noodles
7615,41,McDonald's,Mississauga,Burgers
5173,41,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
14386,41,Little Caesars Pizza,Mississauga,Pizza
3545,41,Osmow's Heartland,Mississauga,Mediterranean
11181,41,True Burger,Mississauga,Burgers
10824,42,Domino's Pizza,Mississauga,Caterers
3501,42,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
0,42,Emerald Chinese Restaurant,Mississauga,DimSum
9962,42,Maz Maz Shawarma,Mississauga,Mediterranean
3778,42,Country Style Donuts,Mississauga,Donuts
12288,42,Tim Hortons,Mississauga,Donuts
11776,42,San Francesco Foods,Mississauga,LocalFlavor
509,42,KooKoo Chicken,Mississauga,Taiwanese
5493,42,Mckoy's Caribbean Fusion,Mississauga,Caribbean
9145,42,Las Margaritas,Mississauga,LatinAmerican
14707,43,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,43,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,43,Layali Ambrosia Restaurant,Mississauga,Lebanese
11129,43,Taco Bell,Mississauga,Mexican
12964,43,Momiji Japanese Restaurant,Mississauga,Japanese
1721,43,Pho Queen City,Mississauga,Noodles
1554,43,Border MX Mexican Grill and Cantina,Mississauga,Mexican
7615,43,McDonald's,Mississauga,Burgers
15847,43,Sunnyside Grill,Mississauga,Breakfast&Brunch
9291,43,Social Eatery,Mississauga,Bars
10824,44,Domino's Pizza,Mississauga,Caterers
0,44,Emerald Chinese Restaurant,Mississauga,DimSum
3501,44,Lake Affect Comfort Food & Music Lounge,Mississauga,Lounges
3778,44,Country Style Donuts,Mississauga,Donuts
9962,44,Maz Maz Shawarma,Mississauga,Mediterranean
509,44,KooKoo Chicken,Mississauga,Taiwanese
12288,44,Tim Hortons,Mississauga,Donuts
840,44,On the Bun Burgers,Mississauga,Halal
5493,44,Mckoy's Caribbean Fusion,Mississauga,Caribbean
15869,44,Tim Horton's,Mississauga,Breakfast&Brunch
14707,45,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,45,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,45,Layali Ambrosia Restaurant,Mississauga,Lebanese
12964,45,Momiji Japanese Restaurant,Mississauga,Japanese
11129,45,Taco Bell,Mississauga,Mexican
7615,45,McDonald's,Mississauga,Burgers
1554,45,Border MX Mexican Grill and Cantina,Mississauga,Mexican
1721,45,Pho Queen City,Mississauga,Noodles
2370,45,Thai Express,Mississauga,Thai
9291,45,Social Eatery,Mississauga,Bars
14707,46,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,46,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,46,Layali Ambrosia Restaurant,Mississauga,Lebanese
15847,46,Sunnyside Grill,Mississauga,Breakfast&Brunch
12964,46,Momiji Japanese Restaurant,Mississauga,Japanese
11129,46,Taco Bell,Mississauga,Mexican
1554,46,Border MX Mexican Grill and Cantina,Mississauga,Mexican
1721,46,Pho Queen City,Mississauga,Noodles
5173,46,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
2370,46,Thai Express,Mississauga,Thai
14707,47,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
17078,47,Allspice Bakery Cafe,Mississauga,EthnicFood
13049,47,Layali Ambrosia Restaurant,Mississauga,Lebanese
7615,47,McDonald's,Mississauga,Burgers
1554,47,Border MX Mexican Grill and Cantina,Mississauga,Mexican
1721,47,Pho Queen City,Mississauga,Noodles
12964,47,Momiji Japanese Restaurant,Mississauga,Japanese
2370,47,Thai Express,Mississauga,Thai
5173,47,Orchard Family Restaurant,Mississauga,Breakfast&Brunch
15847,47,Sunnyside Grill,Mississauga,Breakfast&Brunch
17078,48,Allspice Bakery Cafe,Mississauga,EthnicFood
14707,48,Swiss Chalet Rotisserie & Grill,Mississauga,Barbeque
13049,48,Layali Ambrosia Restaurant,Mississauga,Lebanese
1554,48,Border MX Mexican Grill and Cantina,Mississauga,Mexican
7615,48,McDonald's,Mississauga,Burgers
1721,48,Pho Queen City,Mississauga,Noodles
11129,48,Taco Bell,Mississauga,Mexican
12964,48,Momiji Japanese Restaurant,Mississauga,Japanese
17747,48,Charlie's Caribbean Cuisine,Mississauga,Caribbean
15847,48,Sunnyside Grill,Mississauga,Breakfast&Brunch
