,movieId,Cat1,Cat2,Cat3,Cat4
220,223,Comedy,,,
221,224,Comedy,Drama,Romance,
222,225,Drama,Thriller,,
223,226,Thriller,,,
224,227,Action,Thriller,,
225,228,Comedy,,,
226,229,Drama,Thriller,,
227,230,Drama,Thriller,,
228,231,Adventure,Comedy,,
229,232,Comedy,Drama,Romance,
230,233,Drama,,,
231,234,Comedy,,,
232,235,Comedy,Drama,,
233,236,Action,Comedy,Romance,
234,237,Comedy,Romance,,
235,238,Adventure,Children,,
236,239,Animation,Children,Comedy,Romance
237,240,Thriller,,,
238,241,Children,Drama,,
239,242,Drama,Musical,,
240,243,Children,Comedy,Fantasy,
241,244,Animation,Children,,
242,245,Crime,Drama,,
243,246,Documentary,,,
244,247,Crime,Drama,,
245,248,Comedy,,,
246,249,Drama,Romance,,
247,250,Children,Comedy,,
248,251,Action,,,
249,252,Comedy,Romance,,
250,253,Drama,Horror,,
251,254,Drama,,,
252,255,Comedy,,,
253,256,Comedy,Sci-Fi,,
254,257,Mystery,Thriller,,
255,258,Adventure,Children,Comedy,Fantasy
256,259,Crime,Drama,Thriller,
257,260,Action,Adventure,Sci-Fi,
258,261,Drama,,,
259,262,Children,Drama,,
260,263,Drama,,,
261,264,Drama,,,
262,265,Drama,Fantasy,Romance,
263,266,Drama,Romance,War,Western
264,267,Comedy,,,
265,268,Crime,Drama,,
266,269,Drama,,,
267,270,Drama,Romance,,
268,271,Drama,,,
269,272,Comedy,Drama,,
270,273,Drama,Horror,Sci-Fi,
271,274,Comedy,,,
272,275,Comedy,,,
273,276,Comedy,Romance,,
274,277,Drama,,,
275,278,Comedy,,,
276,279,Drama,,,
277,280,Drama,Thriller,,
278,281,Comedy,Drama,Romance,
279,282,Drama,,,
280,283,Crime,Drama,,
281,284,Action,Crime,,
282,285,Drama,Horror,,
283,286,Action,Sci-Fi,Thriller,
284,287,Comedy,Romance,,
285,288,Action,Crime,Thriller,
286,289,Comedy,Romance,,
287,290,Crime,Drama,,
288,291,Drama,Thriller,,
289,292,Action,Drama,Sci-Fi,Thriller
290,293,Action,Crime,Drama,Thriller
291,294,Comedy,Romance,,
292,295,Comedy,Romance,,
293,296,Comedy,Crime,Drama,Thriller
294,297,Drama,,,
295,298,Drama,,,
296,299,Drama,,,
297,300,Drama,,,
298,301,Drama,Romance,,
299,302,Drama,Romance,,
300,303,Action,Thriller,Western,
301,304,Comedy,Drama,,
302,305,Comedy,,,
303,306,Drama,,,
304,307,Drama,,,
305,308,Comedy,Drama,,
306,309,Drama,,,
307,310,Comedy,,,
308,311,Horror,Thriller,,
309,312,Comedy,,,
310,313,Animation,Children,,
311,314,Children,Drama,Fantasy,Mystery
312,315,Action,Drama,Thriller,
313,316,Action,Adventure,Sci-Fi,
314,317,Comedy,Drama,Fantasy,
315,318,Crime,Drama,,
316,319,Comedy,Drama,Thriller,
317,320,Film-Noir,Thriller,,
318,321,Drama,,,
319,322,Comedy,Drama,,
320,324,Comedy,Drama,,
321,325,Comedy,,,
322,326,Drama,,,
323,327,Action,Comedy,Sci-Fi,
324,328,Horror,Thriller,,
325,329,Adventure,Drama,Sci-Fi,
326,330,Action,Crime,Horror,
327,331,Drama,,,
328,332,Horror,Sci-Fi,,
329,333,Comedy,,,
330,334,Drama,,,
331,335,Mystery,Thriller,,
332,336,Drama,War,,
333,337,Drama,,,
334,338,Action,Sci-Fi,Thriller,
335,339,Comedy,Romance,,
336,340,Adventure,Drama,War,
337,341,Drama,,,
338,342,Comedy,,,
339,343,Children,,,
340,344,Comedy,,,
341,345,Comedy,Drama,,
342,346,Drama,Musical,,
343,347,Drama,Film-Noir,Romance,
344,348,Comedy,,,
345,349,Action,Crime,Drama,Thriller
346,350,Drama,Mystery,Thriller,
347,351,Comedy,Drama,Romance,
348,352,Comedy,Drama,,
349,353,Action,Crime,Fantasy,Thriller
350,354,Drama,,,
351,355,Children,Comedy,Fantasy,
352,356,Comedy,Drama,Romance,War
353,357,Comedy,Romance,,
354,358,Drama,,,
355,359,Comedy,Drama,Romance,
356,360,Action,Comedy,,
357,361,Comedy,Drama,Romance,
358,362,Adventure,Children,Romance,
359,363,Documentary,,,
360,364,Adventure,Animation,Children,Drama
361,365,Drama,,,
362,366,Drama,Horror,Mystery,Thriller
363,367,Action,Comedy,Crime,Fantasy
364,368,Adventure,Comedy,Western,
365,369,Drama,,,
366,370,Action,Comedy,,
367,371,Comedy,Drama,,
368,372,Comedy,Drama,Romance,
369,373,Thriller,,,
370,374,Children,Comedy,,
371,375,Drama,,,
372,376,Action,Thriller,,
373,377,Action,Romance,Thriller,
374,378,Comedy,Romance,,
375,379,Action,Sci-Fi,Thriller,
376,380,Action,Adventure,Comedy,Romance
377,381,Drama,Romance,,
378,382,Drama,Horror,Romance,Thriller
379,383,Western,,,
380,384,Action,Crime,Drama,
381,385,Drama,,,
382,386,Drama,,,
383,387,Action,Comedy,,
384,388,Drama,,,
385,389,Drama,Romance,War,
386,390,Action,Crime,Drama,
387,391,Crime,Drama,,
388,392,Adventure,Animation,,
389,393,Action,Adventure,Fantasy,
390,394,Comedy,,,
391,395,Drama,Fantasy,Romance,
392,396,Drama,,,
393,397,Horror,,,
394,398,Documentary,,,
395,399,Drama,,,
396,400,Drama,,,
397,401,Action,Thriller,,
398,402,Comedy,,,
399,403,Comedy,Crime,Drama,
400,404,Documentary,,,
401,405,Action,Fantasy,,
402,406,Drama,,,
403,407,Horror,Thriller,,
404,408,Drama,,,
405,409,Crime,Drama,,
406,410,Children,Comedy,Fantasy,
407,411,Comedy,Documentary,,
408,412,Drama,,,
409,413,Comedy,,,
410,414,Comedy,,,
411,415,Comedy,Thriller,,
412,416,Western,,,
413,417,Comedy,Romance,,
414,418,Drama,,,
415,419,Comedy,,,
416,420,Action,Comedy,Crime,Thriller
417,421,Adventure,Children,Drama,
418,422,Thriller,,,
419,423,Action,Thriller,,
420,424,Drama,,,
421,425,Drama,Romance,,
422,426,Horror,Sci-Fi,Thriller,
423,427,Drama,Mystery,Romance,Thriller
424,428,Drama,,,
425,429,Comedy,,,
426,430,Comedy,Drama,,
427,431,Crime,Drama,,
428,432,Adventure,Comedy,Western,
429,433,Comedy,,,
430,434,Action,Adventure,Thriller,
431,435,Comedy,Sci-Fi,,
432,436,Drama,Thriller,,
433,437,Comedy,,,
434,438,Action,Comedy,Drama,
435,439,Drama,,,
436,440,Comedy,Romance,,
437,441,Comedy,,,
438,442,Action,Adventure,Sci-Fi,
439,443,Adventure,Documentary,,
440,444,Comedy,Romance,,
441,445,Comedy,,,
442,446,Drama,Romance,,
443,447,Comedy,Romance,,
444,448,Drama,,,
445,449,Comedy,,,
446,450,Comedy,Drama,,
447,451,Drama,Mystery,Romance,
448,452,Drama,,,
449,453,Comedy,Romance,,
450,454,Drama,Thriller,,
451,455,Adventure,Children,Drama,
452,456,Crime,Drama,Thriller,
453,457,Thriller,,,
454,458,Drama,Western,,
455,459,Action,Adventure,Crime,Drama
456,460,Comedy,,,
457,461,Drama,Romance,,
458,462,Action,Adventure,,
459,463,Crime,Drama,Thriller,
460,464,Action,Adventure,Crime,Thriller
461,465,Action,Drama,War,
462,466,Action,Comedy,War,
463,467,Comedy,,,
464,468,Comedy,Romance,,
465,469,Drama,Romance,,
466,470,Comedy,,,
467,471,Comedy,,,
468,472,Comedy,Drama,,
469,473,Comedy,War,,
470,474,Action,Thriller,,
471,475,Drama,,,
472,476,Comedy,Drama,,
473,477,Drama,Musical,,
474,478,Comedy,Crime,Drama,
475,479,Action,Crime,Thriller,
476,480,Action,Adventure,Sci-Fi,Thriller
477,481,Drama,Thriller,,
478,482,Crime,Drama,Thriller,
479,483,Drama,,,
480,484,Adventure,Children,,
481,485,Action,Adventure,Comedy,Fantasy
482,486,Comedy,,,
483,487,Comedy,Western,,
484,488,Drama,Romance,,
485,489,Comedy,,,
486,490,Thriller,,,
487,491,Drama,,,
488,492,Comedy,Mystery,,
489,493,Action,Crime,Drama,
490,494,Action,Adventure,Thriller,
491,495,Drama,,,
492,496,Comedy,Drama,Romance,Thriller
493,497,Comedy,Romance,,
494,498,Drama,Romance,,
495,499,Comedy,Romance,,
496,500,Comedy,Drama,,
497,501,Drama,,,
498,502,Action,Children,Romance,
499,503,Drama,,,
500,504,Action,Drama,Sci-Fi,
501,505,Comedy,,,
502,506,Drama,Fantasy,Romance,
503,507,Crime,Drama,Thriller,
504,508,Drama,,,
505,509,Drama,Romance,,
506,510,Drama,,,
507,511,Action,Drama,,
508,512,Horror,Sci-Fi,,
509,513,Comedy,Mystery,Romance,
510,514,Comedy,,,
511,515,Drama,Romance,,
512,516,Comedy,Drama,,
513,517,Action,Drama,Mystery,
514,518,Comedy,,,
515,519,Action,Crime,Drama,Sci-Fi
516,520,Comedy,,,
517,521,Crime,Thriller,,
518,522,Action,Drama,,
519,523,Drama,,,
520,524,Drama,,,
521,525,Drama,,,
522,526,Drama,,,
523,527,Drama,War,,
524,528,Comedy,Drama,,
525,529,Drama,,,
526,530,Drama,,,
527,531,Children,Drama,,
528,532,Comedy,Crime,Horror,
529,533,Action,Adventure,Fantasy,Mystery
530,534,Drama,Romance,,
531,535,Drama,,,
532,536,Drama,,,
533,537,Drama,,,
534,538,Drama,,,
535,539,Comedy,Drama,Romance,
536,540,Thriller,,,
537,541,Action,Sci-Fi,Thriller,
538,542,Comedy,Drama,Romance,
539,543,Comedy,Romance,Thriller,
540,544,Action,Crime,,
541,545,Drama,,,
542,546,Action,Adventure,Children,Comedy
543,547,Action,Adventure,Thriller,
544,548,Action,Mystery,Thriller,
545,549,Drama,Musical,,
546,550,Comedy,Romance,,
547,551,Animation,Children,Fantasy,Musical
548,552,Action,Adventure,Comedy,Romance
549,553,Action,Drama,Western,
550,554,Crime,Drama,Thriller,
551,555,Crime,Thriller,,
552,556,Documentary,,,
553,558,Action,Adventure,Animation,Children
554,559,Comedy,,,
555,560,Drama,,,
556,561,Drama,Thriller,,
557,562,Comedy,Drama,,
558,563,Drama,Romance,,
559,564,Comedy,,,
560,565,Drama,Horror,,
561,566,Comedy,Romance,,
562,567,Comedy,Drama,,
563,568,Comedy,Drama,,
564,569,Comedy,Drama,,
565,570,Comedy,Drama,,
566,571,Drama,Romance,,
567,572,Drama,,,
568,573,Drama,,,
569,574,Comedy,Drama,,
570,575,Children,Comedy,,
571,576,Comedy,,,
572,577,Adventure,Children,Drama,
573,579,Crime,Thriller,,
574,580,Drama,,,
575,581,Documentary,,,
576,582,Comedy,Drama,,
577,583,Comedy,Drama,,
578,584,Drama,Romance,,
579,585,Comedy,,,
580,586,Children,Comedy,,
581,587,Comedy,Drama,Fantasy,Romance
582,588,Adventure,Animation,Children,Comedy
583,589,Action,Sci-Fi,,
584,590,Adventure,Drama,Western,
585,591,Action,Drama,Thriller,
586,592,Action,Crime,Thriller,
587,593,Crime,Horror,Thriller,
588,594,Animation,Children,Drama,Fantasy
589,595,Animation,Children,Fantasy,Musical
590,596,Animation,Children,Fantasy,Musical
591,597,Comedy,Romance,,
592,598,Comedy,Fantasy,,
593,599,Adventure,Western,,
594,600,Action,Comedy,Crime,
595,601,Drama,,,
596,602,Documentary,,,
597,603,Comedy,,,
598,604,Documentary,,,
599,605,Drama,Romance,,
600,606,Fantasy,Horror,,
601,607,Drama,,,
602,608,Comedy,Crime,Drama,Thriller
603,609,Adventure,Children,,
604,610,Action,Adventure,Animation,Horror
605,611,Action,Horror,Sci-Fi,
606,612,Comedy,,,
607,613,Drama,Romance,,
608,614,Drama,Thriller,,
609,615,Comedy,Drama,,
610,616,Animation,Children,,
611,617,Comedy,Drama,,
612,618,Comedy,Romance,,
613,619,Comedy,,,
614,620,Drama,,,
615,621,Drama,,,
616,623,Romance,,,
617,624,Action,Drama,Thriller,
618,625,Drama,,,
619,626,Comedy,,,
620,627,Drama,Thriller,,
621,628,Crime,Drama,Mystery,Thriller
622,629,Drama,,,
623,630,Drama,Romance,,
624,631,Adventure,Animation,Children,Fantasy
625,632,Drama,War,,
626,633,Comedy,,,
627,634,Comedy,,,
628,635,Comedy,Drama,,
629,636,Drama,,,
630,637,Comedy,,,
631,638,Romance,,,
632,639,Comedy,Drama,,
633,640,Drama,Thriller,,
634,641,Adventure,Children,Comedy,
635,642,Drama,,,
636,643,Comedy,,,
637,644,Comedy,,,
638,645,Drama,,,
639,647,Action,Crime,Drama,War
640,648,Action,Adventure,Mystery,Thriller
641,649,Comedy,Drama,,
642,650,Drama,,,
643,651,Comedy,,,
644,652,Horror,Mystery,Thriller,
645,653,Action,Adventure,Fantasy,
646,654,Drama,Romance,,
647,655,Comedy,,,
648,656,Comedy,,,
649,657,Comedy,Drama,,
650,658,Drama,Musical,,
651,659,Crime,Drama,Thriller,
652,660,Drama,,,
653,661,Adventure,Animation,Children,Fantasy
654,662,Thriller,,,
655,663,Comedy,,,
656,664,Comedy,,,
657,665,Comedy,Drama,War,
658,666,Drama,Romance,War,
659,667,Action,,,
660,668,Drama,,,
661,670,Drama,,,
662,671,Comedy,Sci-Fi,,
663,672,Drama,,,
664,673,Adventure,Animation,Children,Comedy
665,674,Adventure,Comedy,Sci-Fi,
666,675,Action,Drama,Thriller,
667,676,Comedy,Horror,Sci-Fi,
668,678,Drama,Thriller,,
669,679,Drama,,,
670,680,Drama,Mystery,Romance,Sci-Fi
671,681,Crime,,,
672,682,Documentary,Drama,,
673,683,Documentary,,,
674,684,Drama,,,
675,685,Drama,,,
676,687,Drama,Romance,,
677,688,Action,Adventure,Comedy,War
678,690,Drama,Romance,,
679,691,Comedy,Romance,,
680,692,Action,Sci-Fi,Thriller,
681,693,Drama,,,
682,694,Action,Crime,Drama,
683,695,Mystery,Thriller,,
684,696,Drama,Thriller,,
685,697,Drama,Romance,,
686,698,Drama,,,
687,699,Drama,,,
688,700,Comedy,,,
689,701,Drama,,,
690,702,Drama,,,
691,703,Drama,,,
692,704,Action,Adventure,,
693,705,Comedy,,,
694,706,Drama,,,
695,707,Crime,Drama,Thriller,
696,708,Comedy,Romance,,
697,709,Adventure,Animation,Children,Comedy
698,710,Comedy,,,
699,711,Adventure,Children,,
700,712,Crime,Drama,Romance,Thriller
701,713,Drama,,,
702,714,Drama,Mystery,Western,
703,715,Drama,Romance,,
704,716,Crime,,,
705,717,Comedy,,,
706,718,Comedy,Fantasy,Sci-Fi,
707,719,Comedy,,,
708,720,Adventure,Animation,Comedy,
709,721,Drama,,,
710,722,Documentary,,,
711,723,Drama,,,
712,724,Drama,Fantasy,Horror,Thriller
713,725,Comedy,,,
714,726,Drama,,,
715,727,Documentary,,,
716,728,Comedy,,,
717,729,Drama,,,
718,730,Drama,,,
719,731,Crime,Thriller,,
720,732,Crime,,,
721,733,Action,Adventure,Thriller,
722,734,Comedy,,,
723,735,Horror,,,
724,736,Action,Adventure,Romance,Thriller
725,737,Action,Sci-Fi,,
726,738,Drama,,,
727,739,Comedy,,,
728,741,Animation,Sci-Fi,,
729,742,Horror,Thriller,,
730,743,Comedy,,,
731,744,Drama,,,
732,745,Animation,Children,Comedy,
733,746,Film-Noir,,,
734,747,Comedy,,,
735,748,Action,Sci-Fi,Thriller,
736,749,Drama,,,
737,750,Comedy,War,,
738,751,Comedy,Horror,,
739,752,Comedy,Documentary,Romance,
740,753,Comedy,Drama,Romance,
741,754,Adventure,Children,,
742,755,Children,Drama,,
743,756,Documentary,,,
744,757,Drama,,,
745,758,Drama,,,
746,759,Documentary,,,
747,760,Drama,War,,
748,761,Action,Adventure,,
749,762,Comedy,Crime,,
750,763,Comedy,Drama,,
751,764,Drama,Romance,,
752,765,Comedy,Drama,,
753,766,Drama,,,
754,767,Comedy,Drama,,
755,768,Drama,,,
756,769,Documentary,,,
757,770,Drama,,,
758,771,Comedy,Drama,,
759,772,Comedy,,,
760,773,Drama,,,
761,774,Drama,,,
762,775,Horror,Mystery,,
763,776,Comedy,Drama,,
764,777,War,,,
765,778,Comedy,Crime,Drama,
766,779,Drama,Romance,,
767,780,Action,Adventure,Sci-Fi,Thriller
768,781,Drama,,,
769,782,Drama,Thriller,,
770,783,Animation,Children,Drama,Musical
771,784,Comedy,Thriller,,
772,785,Comedy,,,
773,786,Action,Drama,Thriller,
774,787,Documentary,,,
775,788,Comedy,Fantasy,Romance,Sci-Fi
776,789,Drama,,,
777,790,Drama,,,
778,791,Documentary,,,
779,792,Fantasy,,,
780,793,Drama,,,
781,794,Comedy,Drama,,
782,795,Drama,,,
783,796,Drama,,,
784,797,Comedy,,,
785,798,Action,Adventure,Drama,Thriller
786,799,Comedy,Horror,Thriller,
787,800,Drama,Mystery,Western,
788,801,Children,Comedy,,
789,802,Drama,Romance,,
790,803,Comedy,Drama,Romance,
791,804,Comedy,Romance,,
792,805,Drama,Thriller,,
793,806,Crime,Drama,,
794,807,Comedy,Romance,,
795,808,Adventure,Children,,
796,809,Action,Adventure,,
797,810,Children,Comedy,Fantasy,
798,812,Drama,,,
799,813,Comedy,,,
800,814,Drama,,,
801,815,Action,Mystery,Thriller,
802,816,Drama,,,
803,818,Comedy,,,
804,819,Comedy,Drama,,
805,820,Drama,,,
806,821,Drama,Romance,,
807,822,Drama,Romance,War,
808,823,Drama,,,
809,824,Drama,Mystery,,
810,825,Comedy,Romance,,
811,826,Drama,,,
812,827,Drama,,,
813,828,Adventure,Children,,
814,829,Comedy,Fantasy,Musical,
815,830,Comedy,,,
816,831,Drama,,,
817,832,Crime,Thriller,,
818,833,Comedy,,,
819,834,Comedy,,,
820,835,Drama,,,
821,836,Action,Adventure,Thriller,
822,837,Children,Comedy,Fantasy,
823,838,Comedy,Drama,Romance,
824,839,Action,Thriller,,
825,840,Children,Comedy,,
826,841,Horror,,,
827,842,Comedy,Horror,,
828,843,Drama,,,
829,844,Drama,,,
830,845,Drama,,,
831,846,Drama,,,
832,847,Comedy,Drama,,
833,848,Drama,,,
834,849,Action,Adventure,Sci-Fi,Thriller
835,850,Crime,Drama,,
836,851,Drama,,,
837,852,Comedy,Drama,Romance,
838,853,Drama,,,
839,854,Drama,,,
840,855,Drama,,,
841,856,Comedy,,,
842,857,Drama,,,
843,858,Crime,Drama,,
844,859,Documentary,,,
845,860,Comedy,,,
846,861,Action,Comedy,Crime,Thriller
847,862,Drama,,,
848,864,Comedy,Drama,,
849,865,Drama,,,
850,866,Crime,Drama,Romance,Thriller
851,867,Comedy,Crime,,
852,868,Comedy,,,
853,869,Crime,Drama,Musical,Thriller
854,870,Comedy,,,
855,871,Comedy,,,
856,872,Drama,,,
857,873,Drama,,,
858,874,Crime,Drama,,
859,875,Action,Crime,Drama,
860,876,Action,Comedy,Crime,Thriller
861,877,Comedy,Drama,,
862,878,Drama,,,
863,879,Horror,Thriller,,
864,880,Sci-Fi,Thriller,,
865,881,Children,Comedy,,
866,882,Drama,Thriller,,
867,884,Drama,,,
868,885,Children,Drama,Fantasy,
869,886,Action,Comedy,Crime,
870,887,Drama,,,
871,888,Adventure,Animation,Children,Musical
872,889,Drama,Romance,,
873,890,Thriller,,,
874,891,Horror,Thriller,,
875,892,Comedy,Drama,Romance,
876,893,Drama,,,
877,894,Romance,,,
878,895,Drama,,,
879,896,Drama,,,
880,897,Adventure,Drama,Romance,War
881,898,Comedy,Drama,Romance,
882,899,Comedy,Musical,Romance,
883,900,Musical,Romance,,
884,901,Comedy,Musical,,
885,902,Drama,Romance,,
886,903,Drama,Mystery,Romance,Thriller
887,904,Mystery,Thriller,,
888,905,Comedy,Romance,,
889,906,Drama,Thriller,,
890,907,Comedy,Musical,Romance,
891,908,Action,Adventure,Mystery,Romance
892,909,Comedy,Drama,Romance,
893,910,Comedy,Crime,,
894,911,Comedy,Crime,Mystery,Romance
895,912,Drama,Romance,,
896,913,Film-Noir,Mystery,,
897,914,Comedy,Drama,Musical,Romance
898,915,Comedy,Romance,,
899,916,Comedy,Drama,Romance,
900,917,Children,Drama,,
901,918,Musical,,,
902,919,Adventure,Children,Fantasy,Musical
903,920,Drama,Romance,War,
904,921,Comedy,,,
905,922,Drama,Film-Noir,Romance,
906,923,Drama,Mystery,,
907,924,Adventure,Drama,Sci-Fi,
908,925,Adventure,Romance,War,
909,926,Drama,,,
910,927,Comedy,,,
911,928,Drama,Mystery,Romance,Thriller
912,929,Drama,Film-Noir,Mystery,Thriller
913,930,Film-Noir,Romance,Thriller,
914,931,Mystery,Romance,Thriller,
915,932,Drama,Romance,,
916,933,Crime,Mystery,Romance,Thriller
917,934,Comedy,,,
918,935,Comedy,Musical,,
919,936,Comedy,Romance,,
920,937,Comedy,Romance,,
921,938,Musical,,,
922,939,Comedy,Drama,,
923,940,Action,Adventure,Romance,
924,941,Adventure,,,
925,942,Crime,Film-Noir,Mystery,
926,943,Drama,Fantasy,Romance,
927,944,Drama,,,
928,945,Comedy,Musical,Romance,
929,946,Comedy,Drama,War,
930,947,Comedy,Romance,,
931,948,Drama,Romance,Western,
932,949,Drama,,,
933,950,Comedy,Crime,,
934,951,Comedy,Romance,,
935,952,Adventure,Comedy,,
936,953,Children,Drama,Fantasy,Romance
937,954,Drama,,,
938,955,Comedy,Romance,,
939,956,Drama,Romance,,
940,957,Drama,,,
941,958,Comedy,Mystery,,
942,959,Drama,,,
943,960,Crime,Drama,,
