;title;genres;user
1;Tell Me Something (Telmisseomding) (1999);Crime|Horror|Mystery|Thriller;599
2;Sleepless (2001);Crime|Horror|Mystery|Thriller;599
3;Eyeball (1975);Crime|Horror|Mystery|Thriller;599
4;Barber, The (2002);Crime|Horror|Mystery|Thriller;599
5;1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960);Crime|Horror|Mystery|Thriller;599
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;599
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;599
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;599
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;599
0;Kansas City (1996);Crime|Drama|Musical|Thriller;605
1;Chinatown (1974);Crime|Film-Noir|Mystery|Thriller;605
2;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;605
3;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;605
4;Vice (2008);Crime|Film-Noir|Mystery|Thriller;605
5;Lured (1947);Crime|Film-Noir|Mystery|Thriller;605
11386;Departed, The (2006);Crime|Drama|Thriller;605
523;Schindler's List (1993);Drama|War;605
352;Forrest Gump (1994);Comedy|Drama|Romance|War;605
3061;Green Mile, The (1999);Crime|Drama;605
0;Gallowwalkers (2012);Action|Horror|Sci-Fi|Western;653
1;Mindhunters (2004);Action|Crime|Horror|Mystery|Thriller;653
2;Ghost Warrior (1986);Action|Crime|Horror|Sci-Fi;653
3;Grindhouse (2007);Action|Crime|Horror|Sci-Fi|Thriller;653
4;The Brides of Fu Manchu (1966);Action|Crime|Horror|Sci-Fi;653
5;Sin City (2005);Action|Crime|Film-Noir|Mystery|Thriller;653
315;Shawshank Redemption, The (1994);Crime|Drama;653
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;653
23262;Interstellar (2014);Sci-Fi|IMAX;653
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;653
0;Stingray Sam (2009);Comedy|Musical|Sci-Fi|Western;757
1;Rocky Horror Picture Show, The (1975);Comedy|Horror|Musical|Sci-Fi;757
2;Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981);Comedy|Horror|Musical|Sci-Fi;757
3;The Old Corral (1936);Crime|Musical|Western;757
4;Rock & Rule (1983);Animation|Fantasy|Musical|Sci-Fi;757
5;Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996);Comedy|Horror|Musical|Western;757
23262;Interstellar (2014);Sci-Fi|IMAX;757
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;757
523;Schindler's List (1993);Drama|War;757
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;757
0;Robo Vampire (1988);Action|Crime|Horror|Thriller;763
1;Cold & Dark (2005);Action|Crime|Horror|Thriller;763
2;VANish (2015);Action|Crime|Horror|Thriller;763
3;Maniac Cop (1988);Action|Crime|Horror|Thriller;763
4;Red State (2011);Action|Crime|Horror|Thriller;763
5;Carnage Park (2016);Action|Crime|Horror|Thriller;763
2874;Fight Club (1999);Action|Crime|Drama|Thriller;763
49;Usual Suspects, The (1995);Crime|Mystery|Thriller;763
23262;Interstellar (2014);Sci-Fi|IMAX;763
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;763
0;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;787
1;Angel Heart (1987);Film-Noir|Horror|Mystery|Thriller;787
2;Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996);Comedy|Horror|Musical|Western;787
3;Braveheart (1995);Action|Drama|War;787
4;Jesus Christ Vampire Hunter (2001);Action|Comedy|Horror|Musical;787
5;Crimson Tide (1995);Drama|Thriller|War;787
315;Shawshank Redemption, The (1994);Crime|Drama;787
290;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;787
23262;Interstellar (2014);Sci-Fi|IMAX;787
3061;Green Mile, The (1999);Crime|Drama;787
0;Dhoom (2004);Action|Crime|Musical|Romance;804
1;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;804
2;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;804
3;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;804
4;Carnage Park (2016);Action|Crime|Horror|Thriller;804
5;Maniac Cop (1988);Action|Crime|Horror|Thriller;804
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;804
23262;Interstellar (2014);Sci-Fi|IMAX;804
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;804
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;804
0;Exterminator, The (1980);Action|Crime|Thriller|War;815
1;Valley of Bones (2017);Adventure|Crime|Thriller|Western;815
2;Amateur (1994);Crime|Drama|Thriller;815
3;Taxi Driver (1976);Crime|Drama|Thriller;815
4;Crimson Tide (1995);Drama|Thriller|War;815
5;Death Hunt (1981);Action|Adventure|Crime|Thriller;815
23262;Interstellar (2014);Sci-Fi|IMAX;815
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;815
1645;Good Will Hunting (1997);Drama|Romance;815
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;815
0;Drona (2008);Action|Adventure|Fantasy|Musical;818
1;Once Upon a Warrior (Anaganaga O Dheerudu) (2011);Action|Adventure|Fantasy|Musical|Romance;818
2;The Nutcracker in 3D (2009);Action|Children|Fantasy|Musical;818
3;Radioactive Dreams (1985);Action|Comedy|Film-Noir|Musical|Sci-Fi;818
4;Scott Pilgrim vs. the World (2010);Action|Comedy|Fantasy|Musical|Romance;818
5;8 Women (2002);Comedy|Crime|Musical|Mystery;818
315;Shawshank Redemption, The (1994);Crime|Drama;818
2874;Fight Club (1999);Action|Crime|Drama|Thriller;818
23262;Interstellar (2014);Sci-Fi|IMAX;818
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;818
0;8 Women (2002);Comedy|Crime|Musical|Mystery;939
1;You'll Find Out (1940);Comedy|Horror|Musical|Mystery|Romance;939
2;Legend of Sleepy Hollow, The (1949);Animation|Comedy|Horror|Musical;939
3;Charlie Chan at the Opera (1936);Comedy|Musical|Mystery|Thriller;939
4;What's the Matter with Helen? (1971);Crime|Drama|Horror|Musical;939
5;Terror on Tour (1980);Crime|Horror|Mystery|Thriller;939
315;Shawshank Redemption, The (1994);Crime|Drama;939
523;Schindler's List (1993);Drama|War;939
3061;Green Mile, The (1999);Crime|Drama;939
1945;Saving Private Ryan (1998);Action|Drama|War;939
0;Bugsy Malone (1976);Children|Comedy|Crime|Musical;1000
1;The Nutcracker in 3D (2009);Action|Children|Fantasy|Musical;1000
2;Pinocchio (1940);Animation|Children|Fantasy|Musical;1000
3;Beauty and the Beast (1991);Animation|Children|Fantasy|Musical|Romance|IMAX;1000
4;Strange Magic (2015);Animation|Children|Fantasy|Musical;1000
5;Fantasia (1940);Animation|Children|Fantasy|Musical;1000
1645;Good Will Hunting (1997);Drama|Romance;1000
11386;Departed, The (2006);Crime|Drama|Thriller;1000
352;Forrest Gump (1994);Comedy|Drama|Romance|War;1000
3061;Green Mile, The (1999);Crime|Drama;1000
0;Singapore (1947);Action|Adventure|Crime|Film-Noir|Romance;1035
1;Dark City (1998);Adventure|Film-Noir|Sci-Fi|Thriller;1035
2;Chase a Crooked Shadow (1958);Crime|Film-Noir|Mystery|Thriller;1035
3;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;1035
4;Vice (2008);Crime|Film-Noir|Mystery|Thriller;1035
5;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;1035
315;Shawshank Redemption, The (1994);Crime|Drama;1035
3061;Green Mile, The (1999);Crime|Drama;1035
702;Dead Man (1995);Drama|Mystery|Western;1035
1801;Fear and Loathing in Las Vegas (1998);Adventure|Comedy|Drama;1035
0;Sunshine on Leith (2013) ;Musical;1040
1;Applause (1929);Drama|Musical;1040
2;Madame Butterfly (1995);Musical;1040
3;Tonight and Every Night (1945);Musical;1040
4;Night and Day (1946);Drama|Musical;1040
5;Jolson Sings Again (1949);Musical;1040
11386;Departed, The (2006);Crime|Drama|Thriller;1040
765;Trainspotting (1996);Comedy|Crime|Drama;1040
5891;Catch Me If You Can (2002);Crime|Drama;1040
583;Terminator 2: Judgment Day (1991);Action|Sci-Fi;1040
0;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;1059
1;What's the Matter with Helen? (1971);Crime|Drama|Horror|Musical;1059
2;Sweeney Todd: The Demon Barber of Fleet Street (2007);Drama|Horror|Musical|Thriller;1059
3;Phantom of the Opera (1943);Horror|Musical|Thriller;1059
4;Sweeney Todd: The Demon Barber of Fleet Street (1982);Drama|Horror|Musical|Thriller;1059
5;Kansas City (1996);Crime|Drama|Musical|Thriller;1059
315;Shawshank Redemption, The (1994);Crime|Drama;1059
352;Forrest Gump (1994);Comedy|Drama|Romance|War;1059
3061;Green Mile, The (1999);Crime|Drama;1059
1945;Saving Private Ryan (1998);Action|Drama|War;1059
0;Mary Reilly (1996);Drama|Horror|Thriller;1089
1;Nightmare Detective (2006);Crime|Fantasy|Horror|Thriller;1089
2;Dead Time: Kala (2007);Crime|Fantasy|Film-Noir|Thriller;1089
3;Angel Heart (1987);Film-Noir|Horror|Mystery|Thriller;1089
4;Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933);Crime|Horror|Mystery|Thriller;1089
5;Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970);Crime|Horror|Mystery|Thriller;1089
2874;Fight Club (1999);Action|Crime|Drama|Thriller;1089
23262;Interstellar (2014);Sci-Fi|IMAX;1089
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;1089
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;1089
0;Chinese Ghost Story, A (Sinnui yauwan) (1987);Action|Fantasy|Horror|Romance;1272
1;Mermaids (2003);Action|Crime|Fantasy|Romance;1272
2;Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990);Crime|Film-Noir|Horror|Romance|Thriller;1272
3;Ghost Goes West, The (1935);Comedy|Fantasy|Horror|Romance;1272
4;Make-Out with Violence (2008);Comedy|Fantasy|Horror|Romance;1272
5;Eegah (1962);Fantasy|Horror|Romance|Thriller;1272
20067;Kabei: Our Mother (Kâbê) (2008);Drama;1272
523;Schindler's List (1993);Drama|War;1272
1945;Saving Private Ryan (1998);Action|Drama|War;1272
5891;Catch Me If You Can (2002);Crime|Drama;1272
0;Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990);Crime|Film-Noir|Horror|Romance|Thriller;1372
1;Backfire (1950);Crime|Film-Noir|Mystery|Romance|Thriller;1372
2;I Wake Up Screaming (1941);Crime|Film-Noir|Mystery|Romance|Thriller;1372
3;Fallen Angel (1945);Crime|Film-Noir|Mystery|Romance;1372
4;Maniac (1963);Crime|Horror|Mystery|Romance|Thriller;1372
5;Idle Mist (Vana Espuma) (1998);Crime|Horror|Mystery|Sci-Fi;1372
290;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);Action|Crime|Drama|Thriller;1372
1480;Fifth Element, The (1997);Action|Adventure|Comedy|Sci-Fi;1372
7320;Man on Fire (2004);Action|Crime|Drama|Mystery|Thriller;1372
17610;Drive (2011);Crime|Drama|Film-Noir|Thriller;1372
0;Tekkonkinkreet (Tekkon kinkurîto) (2006);Action|Adventure|Animation|Crime|Fantasy;1464
1;Son of Batman (2014);Action|Adventure|Animation|Crime|Fantasy;1464
2;Rescuers, The (1977);Adventure|Animation|Children|Crime|Drama;1464
3;The Last Drop (2006);Action|Adventure|Crime|War;1464
4;Beyond Rangoon (1995);Adventure|Drama|War;1464
5;Scooby-Doo! and the Gourmet Ghost (2018);Adventure|Animation|Crime;1464
33847;Top of the World (1998);Action|Drama|Thriller;1464
28441;Styx (2001);Action|Crime|Thriller;1464
2487;Matrix, The (1999);Action|Sci-Fi|Thriller;1464
213;Before Sunrise (1995);Drama|Romance;1464
0;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;1507
1;Dead Sea (2014);Action|Horror|Sci-Fi|Thriller;1507
2;Lake Placid 3 (2010);Action|Horror|Sci-Fi|Thriller;1507
3;Mutant Hunt (1987);Action|Horror|Sci-Fi|Thriller;1507
4;Embryo (1976);Action|Horror|Sci-Fi|Thriller;1507
5;Alien vs. Ninja (2010);Action|Horror|Sci-Fi|Thriller;1507
5;Heat (1995);Action|Crime|Thriller;1507
1251;Night on Earth (1991);Comedy|Drama;1507
1237;Groundhog Day (1993);Comedy|Fantasy|Romance;1507
13411;Chinese Coffee (2000);Drama;1507
0;The Last Drop (2006);Action|Adventure|Crime|War;1513
1;Beyond Rangoon (1995);Adventure|Drama|War;1513
2;Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990);Crime|Film-Noir|Horror|Romance|Thriller;1513
3;Black Cat, The (1934);Adventure|Crime|Horror|Thriller;1513
4;Moscow Zero (2006);Action|Adventure|Crime|Horror;1513
5;Death Proof (2007);Action|Adventure|Crime|Horror|Thriller;1513
315;Shawshank Redemption, The (1994);Crime|Drama;1513
352;Forrest Gump (1994);Comedy|Drama|Romance|War;1513
3061;Green Mile, The (1999);Crime|Drama;1513
602;Fargo (1996);Comedy|Crime|Drama|Thriller;1513
0;Dagon (2001);Fantasy|Horror|Mystery|Thriller;1517
1;Shutter (2004);Fantasy|Horror|Mystery|Thriller;1517
2;Styria (2013);Fantasy|Horror|Mystery|Thriller;1517
3;Red Riding Hood (2011);Fantasy|Horror|Mystery|Thriller;1517
4;Hypersomnia (2016);Fantasy|Horror|Mystery|Thriller;1517
5;Heartless (2009);Fantasy|Horror|Mystery|Thriller;1517
2874;Fight Club (1999);Action|Crime|Drama|Thriller;1517
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;1517
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;1517
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;1517
0;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;1523
1;Chrysalis (2007);Action|Crime|Sci-Fi|Thriller;1523
2;iBoy (2017);Action|Crime|Sci-Fi|Thriller;1523
3;RoboCop 2 (1990);Action|Crime|Sci-Fi|Thriller;1523
4;Black Moon Rising (1986);Action|Crime|Sci-Fi|Thriller;1523
5;Yesterday (2002);Action|Crime|Sci-Fi|Thriller;1523
30778;The Good Old Boys (1995);Adventure|Western;1523
12246;No Country for Old Men (2007);Crime|Drama;1523
12356;There Will Be Blood (2007);Drama|Western;1523
9587;Hotel Rwanda (2004);Drama|War;1523
0;Rogues' Regiment (1948);Action|Adventure|Film-Noir|Thriller|War;1563
1;Moon 44 (1990);Action|Film-Noir|Sci-Fi|Thriller;1563
2;Dark City (1998);Adventure|Film-Noir|Sci-Fi|Thriller;1563
3;Nazis at the Center of the Earth (2012);Action|Adventure|Horror|Thriller;1563
4;Silent Venom (2009);Action|Adventure|Horror|Thriller;1563
5;Caught Inside (2010);Action|Adventure|Horror|Thriller;1563
11386;Departed, The (2006);Crime|Drama|Thriller;1563
5891;Catch Me If You Can (2002);Crime|Drama;1563
10304;Serenity (2005);Action|Adventure|Sci-Fi;1563
22463;Wolf of Wall Street, The (2013);Comedy|Crime|Drama;1563
0;48 Weeks Later (2006);Action|Adventure|Horror|Sci-Fi;1593
1;Ice Sharks (2016);Action|Adventure|Horror|Sci-Fi;1593
2;Sabretooth (2002);Action|Adventure|Horror|Sci-Fi|Thriller;1593
3;Aliens (1986);Action|Adventure|Horror|Sci-Fi;1593
4;Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977);Action|Adventure|Horror|Sci-Fi;1593
5;The Predator (2018);Action|Adventure|Horror|Sci-Fi;1593
2874;Fight Club (1999);Action|Crime|Drama|Thriller;1593
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;1593
20067;Kabei: Our Mother (Kâbê) (2008);Drama;1593
46;Seven (a.k.a. Se7en) (1995);Mystery|Thriller;1593
0;Breakin' (1984);Drama|Musical;1614
1;Rhapsody in Blue (1945);Drama|Musical;1614
2;Summer Holiday (1948);Musical;1614
3;Orchestra Wives (1942);Musical;1614
4;Jacques Brel Is Alive and Well and Living in Paris (1975);Musical;1614
5;Grace Unplugged (2013);Drama|Musical;1614
7042;Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;1614
4898;Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;1614
5854;Lord of the Rings: The Two Towers, The (2002);Adventure|Fantasy;1614
17997;Avengers, The (2012);Action|Adventure|Sci-Fi|IMAX;1614
0;Crimson Tide (1995);Drama|Thriller|War;1686
1;L.A. Confidential (1997);Crime|Film-Noir|Mystery|Thriller;1686
2;Vice (2008);Crime|Film-Noir|Mystery|Thriller;1686
3;Pure Formality, A (Pura formalità, Una) (1994);Crime|Film-Noir|Mystery|Thriller;1686
4;Chinatown (1974);Crime|Film-Noir|Mystery|Thriller;1686
5;House of Games (1987);Crime|Film-Noir|Mystery|Thriller;1686
27386;White Tiger (1996);Action;1686
35018;Spoiler (1998);Horror|Sci-Fi|Thriller;1686
42538;Blind Side (1993);Drama|Thriller;1686
42773;Spooky Town (1999);Horror|Western;1686
0;Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996);Comedy|Horror|Musical|Western;1745
1;Stingray Sam (2009);Comedy|Musical|Sci-Fi|Western;1745
2;Jesus Christ Vampire Hunter (2001);Action|Comedy|Horror|Musical;1745
3;Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981);Comedy|Horror|Musical|Sci-Fi;1745
4;Rocky Horror Picture Show, The (1975);Comedy|Horror|Musical|Sci-Fi;1745
5;Robot (2010);Action|Comedy|Musical|Sci-Fi;1745
315;Shawshank Redemption, The (1994);Crime|Drama;1745
23262;Interstellar (2014);Sci-Fi|IMAX;1745
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;1745
11425;Prestige, The (2006);Drama|Mystery|Sci-Fi|Thriller;1745
0;Affair in Trinidad (1952);Drama|Film-Noir|Musical|Thriller;1832
1;Kansas City (1996);Crime|Drama|Musical|Thriller;1832
2;Beat Street (1984);Drama|Musical;1832
3;Sincerely Yours (1955);Drama|Musical;1832
4;Satin Rouge (2002);Drama|Musical;1832
5;What's Love Got to Do with It? (1993);Drama|Musical;1832
293;Pulp Fiction (1994);Comedy|Crime|Drama|Thriller;1832
352;Forrest Gump (1994);Comedy|Drama|Romance|War;1832
1067;Reservoir Dogs (1992);Crime|Mystery|Thriller;1832
3061;Green Mile, The (1999);Crime|Drama;1832
0;Toy Story (1995);Adventure|Animation|Children|Comedy|Fantasy;1848
1;Jumanji (1995);Adventure|Children|Fantasy;1848
2;Grumpier Old Men (1995);Comedy|Romance;1848
3;Waiting to Exhale (1995);Comedy|Drama|Romance;1848
4;Father of the Bride Part II (1995);Comedy;1848
5;Heat (1995);Action|Crime|Thriller;1848
34318;Before We Go (2014);Romance;1848
17615;Captain America: The First Avenger (2011);Action|Adventure|Sci-Fi|Thriller|War;1848
0;Beyond The Sky (2018);Horror|Mystery|Sci-Fi|Thriller;1933
1;Cube Zero (2004);Horror|Mystery|Sci-Fi|Thriller;1933
2;The Dark Hour (2007);Horror|Mystery|Sci-Fi|Thriller;1933
3;The Caller (1987);Horror|Mystery|Sci-Fi|Thriller;1933
4;Island of the Burning Damned (Night of the Big Heat) (1967);Horror|Mystery|Sci-Fi|Thriller;1933
5;The Whisperer in Darkness (2011);Horror|Mystery|Sci-Fi|Thriller;1933
315;Shawshank Redemption, The (1994);Crime|Drama;1933
2874;Fight Club (1999);Action|Crime|Drama|Thriller;1933
23262;Interstellar (2014);Sci-Fi|IMAX;1933
12559;Dark Knight, The (2008);Action|Crime|Drama|IMAX;1933
0;Oxygen (2009);Drama|Musical;1974
