id,usuario,name,stars,categ
67574,20,Tim Horton's,3.0,Bagels
8959,21,Burrito Boyz,3.5,Tex-Mex
25565,21,Burrito Boyz,3.5,Tex-Mex
29485,21,El Sombrero,3.5,Tex-Mex
38706,21,Burrito Boyz,3.5,Tex-Mex
37816,23,La Bonita Latin American Restaurant,4.5,LatinAmerican
674,23,229,4.0,LatinAmerican
8377,23,Colombia Mia,4.0,LatinAmerican
9203,23,Las Margaritas,4.0,LatinAmerican
26301,25,Mr Greek Express,1.5,Argentine
2328,26,Kage Restobar,4.5,AsianFusion
5318,26,Katsuya,4.5,AsianFusion
66609,26,Mi'hito Sushi Laboratory,4.0,AsianFusion
57365,26,Corner By Spoon and Fork,4.0,AsianFusion
18279,27,JAM House Seafood Restaurant,4.0,DimSum
42307,27,Happy Dim Sum Bakery,4.0,DimSum
22938,27,Bliss Chinese Cuisine,3.5,DimSum
26294,27,Jade Dim Sum,3.5,DimSum
18279,28,JAM House Seafood Restaurant,4.0,DimSum
42307,28,Happy Dim Sum Bakery,4.0,DimSum
22938,28,Bliss Chinese Cuisine,3.5,DimSum
26294,28,Jade Dim Sum,3.5,DimSum
20916,29,Bukhara Grill,4.0,Buffets
11645,29,Muddy Duck Restaurant,3.5,Buffets
12759,29,Mandarin Restaurant - Mississauga,3.5,Buffets
11022,29,Kwality Grand Indian Buffet,3.0,Buffets
10183,31,Sweet Philosophy,5.0,Desserts
51914,31,Cool Cakes and Pastries,5.0,Desserts
31538,31,Happy Birthday Cakes & Pastries,4.5,Desserts
10088,31,Kate's Town Talk Bakery,4.5,Desserts
42655,32,Pizza Nostra,4.5,ChickenWings
38016,32,KFC,4.5,ChickenWings
470,32,Popeyes Louisiana Kitchen,4.0,ChickenWings
14746,32,The Wingery,4.0,ChickenWings
13044,34,Buka Maranga,4.0,Bagels
54232,34,The Bagel House,4.0,Bagels
34468,34,Eggsmart,3.0,Bagels
67574,34,Tim Horton's,3.0,Bagels
713,35,LCBO,4.5,Wine&Spirits
6532,35,LCBO,4.0,Wine&Spirits
36154,35,LCBO,4.0,Wine&Spirits
45225,35,LCBO,4.0,Wine&Spirits
20241,36,King Pizza,5.0,American(New)
19946,36,Apropos,2.5,American(New)
46576,36,Heirloom,2.0,American(New)
18279,37,JAM House Seafood Restaurant,4.0,DimSum
42307,37,Happy Dim Sum Bakery,4.0,DimSum
22938,37,Bliss Chinese Cuisine,3.5,DimSum
26294,37,Jade Dim Sum,3.5,DimSum
7888,38,Forever Tea House,5.0,Coffee&Tea
61313,38,The Guilty Dog Coffee House,4.5,Coffee&Tea
60773,38,Teaopia,4.5,Coffee&Tea
3380,38,Starbucks,4.0,Coffee&Tea
713,39,LCBO,4.5,Wine&Spirits
6532,39,LCBO,4.0,Wine&Spirits
36154,39,LCBO,4.0,Wine&Spirits
45225,39,LCBO,4.0,Wine&Spirits
25709,40,Semi Fast Food Korean Restaurant,4.5,Korean
50182,40,Kimchi Korea,4.5,Korean
49222,40,Sushi Omigoto,4.5,Korean
18915,40,Fauchon Korean Bakery,4.5,Korean
63186,41,Fork My Life,4.5,Burgers
11039,41,Harvey's,4.5,Burgers
68073,41,Five Guys,4.0,Burgers
29162,41,Wendy's,4.0,Burgers
18279,42,JAM House Seafood Restaurant,4.0,DimSum
42307,42,Happy Dim Sum Bakery,4.0,DimSum
22938,42,Bliss Chinese Cuisine,3.5,DimSum
26294,42,Jade Dim Sum,3.5,DimSum
20663,43,Afghan Kitchen,5.0,Afghan
15587,43,Bakhtar Kabab,4.5,Afghan
10337,43,Afghan Kebob Cuisine,4.0,Afghan
29718,43,Watan Kabob,4.0,Afghan
18279,45,JAM House Seafood Restaurant,4.0,DimSum
42307,45,Happy Dim Sum Bakery,4.0,DimSum
22938,45,Bliss Chinese Cuisine,3.5,DimSum
26294,45,Jade Dim Sum,3.5,DimSum
18279,46,JAM House Seafood Restaurant,4.0,DimSum
42307,46,Happy Dim Sum Bakery,4.0,DimSum
22938,46,Bliss Chinese Cuisine,3.5,DimSum
26294,46,Jade Dim Sum,3.5,DimSum
18279,47,JAM House Seafood Restaurant,4.0,DimSum
42307,47,Happy Dim Sum Bakery,4.0,DimSum
22938,47,Bliss Chinese Cuisine,3.5,DimSum
26294,47,Jade Dim Sum,3.5,DimSum
3996,50,Arabica Sweets Time,5.0,MiddleEastern
62145,50,Bayti,4.5,MiddleEastern
46745,50,Oaza Shawarma Plus,4.5,MiddleEastern
40207,50,Shawarma Hut,4.0,MiddleEastern
416,51,Croatia Restaurant,5.0,Canadian(New)
63722,51,Cuda's Tap & Grill,4.5,Canadian(New)
30494,51,Berina's Specialty Restaurant & Grill,4.5,Canadian(New)
9883,51,Chelsea Restaurant,4.5,Canadian(New)
25709,52,Semi Fast Food Korean Restaurant,4.5,Korean
50182,52,Kimchi Korea,4.5,Korean
49222,52,Sushi Omigoto,4.5,Korean
18915,52,Fauchon Korean Bakery,4.5,Korean
50673,53,Banh Mi Ba Le,4.5,Vietnamese
56914,53,Lotus Island Vietnamese Eatery,4.5,Vietnamese
62955,53,Pho 99,4.5,Vietnamese
60353,53,Bamboo Bubble Tea,4.0,Vietnamese
63186,54,Fork My Life,4.5,Burgers
11039,54,Harvey's,4.5,Burgers
68073,54,Five Guys,4.0,Burgers
29162,54,Wendy's,4.0,Burgers
808,55,Sunset Grill,4.5,Diners
52578,55,Peters In Port Credit,4.5,Diners
58546,55,Macy's Diner & Delicatessen,4.5,Diners
1458,55,Bobby's Hideaway,4.0,Diners
18279,56,JAM House Seafood Restaurant,4.0,DimSum
42307,56,Happy Dim Sum Bakery,4.0,DimSum
22938,56,Bliss Chinese Cuisine,3.5,DimSum
26294,56,Jade Dim Sum,3.5,DimSum
49262,57,For Goodness Cakes,5.0,Bakeries
48452,57,Charlotte's Homemade Goodies,5.0,Bakeries
9707,57,Cobs Bread,4.5,Bakeries
61750,57,Tim Horton's,4.5,Bakeries
18279,58,JAM House Seafood Restaurant,4.0,DimSum
42307,58,Happy Dim Sum Bakery,4.0,DimSum
22938,58,Bliss Chinese Cuisine,3.5,DimSum
26294,58,Jade Dim Sum,3.5,DimSum
63260,59,Sushijun Express,4.5,SushiBars
32884,59,Sushi Park,4.5,SushiBars
11031,59,Mac's Sushi,4.5,SushiBars
43895,59,Odai Sushi,4.0,SushiBars
31374,60,Kobe Sizzlers,3.5,International
49262,62,For Goodness Cakes,5.0,Bakeries
48452,62,Charlotte's Homemade Goodies,5.0,Bakeries
9707,62,Cobs Bread,4.5,Bakeries
61750,62,Tim Horton's,4.5,Bakeries
63245,63,Port 1 Cafe,4.5,IceCream&FrozenYogurt
25966,63,Dairy Cream,4.5,IceCream&FrozenYogurt
59436,63,Yogurty's Froyo,4.5,IceCream&FrozenYogurt
17084,63,Dairy King,4.5,IceCream&FrozenYogurt
25709,65,Semi Fast Food Korean Restaurant,4.5,Korean
50182,65,Kimchi Korea,4.5,Korean
49222,65,Sushi Omigoto,4.5,Korean
18915,65,Fauchon Korean Bakery,4.5,Korean
37816,66,La Bonita Latin American Restaurant,4.5,LatinAmerican
674,66,229,4.0,LatinAmerican
8377,66,Colombia Mia,4.0,LatinAmerican
9203,66,Las Margaritas,4.0,LatinAmerican
60474,67,JuiceBox Smoothies,5.0,JuiceBars&Smoothies
53191,67,Booster Juice Courtneypark,4.5,JuiceBars&Smoothies
13374,67,Trish Juice,4.0,JuiceBars&Smoothies
60099,67,CoCo,4.0,JuiceBars&Smoothies
18279,68,JAM House Seafood Restaurant,4.0,DimSum
42307,68,Happy Dim Sum Bakery,4.0,DimSum
22938,68,Bliss Chinese Cuisine,3.5,DimSum
26294,68,Jade Dim Sum,3.5,DimSum
24336,69,Valerios Tropical Bake Shop,4.5,Filipino
12504,69,Something Sweet 4 U,4.0,Filipino
17086,69,Handaan,4.0,Filipino
25758,69,Carinderia,4.0,Filipino
185,71,The Golden Pheasant,4.5,ModernEuropean
1801,71,Napoca Restaurant,4.5,ModernEuropean
35223,71,Solara Mediterranean Bistro,4.0,ModernEuropean
18279,73,JAM House Seafood Restaurant,4.0,DimSum
42307,73,Happy Dim Sum Bakery,4.0,DimSum
22938,73,Bliss Chinese Cuisine,3.5,DimSum
26294,73,Jade Dim Sum,3.5,DimSum
37207,74,La Parmigiana Italian Eatery,5.0,Italian
45586,74,Il Pescatore Ristorante,5.0,Italian
66711,74,Michaelangelo's Italian Foods,4.5,Italian
23132,74,Domino's Pizza,4.5,Italian
52357,75,Il Porcellino Italian Restaurant And Catering,4.5,Venues&EventSpaces
36203,75,Nawab Indian Cuisine,4.0,Venues&EventSpaces
52790,75,17 Steakhouse and Bar,4.0,Venues&EventSpaces
51200,75,Swagat Banquet Hall,3.0,Venues&EventSpaces
20241,76,King Pizza,5.0,American(New)
19946,76,Apropos,2.5,American(New)
46576,76,Heirloom,2.0,American(New)
25189,77,Maranello Cafe,5.0,Cafes
61696,77,Cake Royale,4.5,Cafes
28165,77,Adobo Cafe,4.5,Cafes
33901,77,U Cafe,4.5,Cafes
29620,78,Truscott Italian Bakery & Delicatessen,4.0,Delis
1046,78,La Novita Bakery,3.5,Delis
41463,78,Pumpernickel's,3.5,Delis
50433,78,Switzer's,3.5,Delis
63260,84,Sushijun Express,4.5,SushiBars
32884,84,Sushi Park,4.5,SushiBars
11031,84,Mac's Sushi,4.5,SushiBars
43895,84,Odai Sushi,4.0,SushiBars
63260,85,Sushijun Express,4.5,SushiBars
32884,85,Sushi Park,4.5,SushiBars
11031,85,Mac's Sushi,4.5,SushiBars
43895,85,Odai Sushi,4.0,SushiBars
63260,87,Sushijun Express,4.5,SushiBars
32884,87,Sushi Park,4.5,SushiBars
11031,87,Mac's Sushi,4.5,SushiBars
43895,87,Odai Sushi,4.0,SushiBars
61358,88,Tarboosh Restaurant,4.0,Lebanese
19957,88,Pita & Grill,3.5,Lebanese
51433,88,Acacia Fine Foods,3.0,Lebanese
55969,88,Paramount Middle Eastern Kitchen,3.0,Lebanese
63260,89,Sushijun Express,4.5,SushiBars
32884,89,Sushi Park,4.5,SushiBars
11031,89,Mac's Sushi,4.5,SushiBars
43895,89,Odai Sushi,4.0,SushiBars
61358,90,Tarboosh Restaurant,4.0,Lebanese
19957,90,Pita & Grill,3.5,Lebanese
51433,90,Acacia Fine Foods,3.0,Lebanese
55969,90,Paramount Middle Eastern Kitchen,3.0,Lebanese
63260,91,Sushijun Express,4.5,SushiBars
32884,91,Sushi Park,4.5,SushiBars
11031,91,Mac's Sushi,4.5,SushiBars
43895,91,Odai Sushi,4.0,SushiBars
63260,92,Sushijun Express,4.5,SushiBars
32884,92,Sushi Park,4.5,SushiBars
11031,92,Mac's Sushi,4.5,SushiBars
43895,92,Odai Sushi,4.0,SushiBars
63260,93,Sushijun Express,4.5,SushiBars
32884,93,Sushi Park,4.5,SushiBars
11031,93,Mac's Sushi,4.5,SushiBars
43895,93,Odai Sushi,4.0,SushiBars
16296,94,Earls Kitchen + Bar,3.0,CocktailBars
4949,94,Rejuven8 at Four Points By Sheraton,1.5,CocktailBars
22499,97,RD's Southern BBQ,4.0,Southern
33450,97,Quik Chik,4.0,Southern
12205,97,Popeyes Louisiana Kitchen,3.5,Southern
65653,97,Bistro Malabar,2.5,Southern
63260,98,Sushijun Express,4.5,SushiBars
32884,98,Sushi Park,4.5,SushiBars
11031,98,Mac's Sushi,4.5,SushiBars
43895,98,Odai Sushi,4.0,SushiBars
713, 101, LCBO, 4.5, Wine&Spirits
6532, 101, LCBO, 4.0, Wine&Spirits
36154, 101, LCBO, 4.0, Wine&Spirits
45225, 101, LCBO, 4.0, Wine&Spirits
10775, 102, The Keg, 4.0, Steakhouses
10937, 102, Topiary's Steak & Seafood, 4.0, Steakhouses
14205, 102, Zorro's Steakhouse, 4.0, Steakhouses
20827, 102, Scorpio Seafood & Steak House, 4.0, Steakhouses
63260, 103, Sushijun Express, 4.5, SushiBars
32884, 103, Sushi Park, 4.5, SushiBars
11031, 103, Mac's Sushi, 4.5, SushiBars
43895, 103, Odai Sushi, 4.0, SushiBars
3254, 104, Thirstea, 5.0, BubbleTea
36004, 104, Real Fruit Bubble Tea, 4.5, BubbleTea
51703, 104, I Heart Boba, 4.5, BubbleTea
29942, 104, Supermoon Japanese Style Cheesecakes, 4.0, BubbleTea
2328, 105, Kage Restobar, 4.5, AsianFusion
5318, 105, Katsuya, 4.5, AsianFusion
66609, 105, Mi'hito Sushi Laboratory, 4.0, AsianFusion
57365, 105, Corner By Spoon and Fork, 4.0, AsianFusion
37887, 106, Sansotei Ramen, 4.0, Ramen
13010, 106, KINTON RAMEN, 3.5, Ramen
63260, 107, Sushijun Express, 4.5, SushiBars
32884, 107, Sushi Park, 4.5, SushiBars
11031, 107, Mac's Sushi, 4.5, SushiBars
43895, 107, Odai Sushi, 4.0, SushiBars
63260, 108, Sushijun Express, 4.5, SushiBars
32884, 108, Sushi Park, 4.5, SushiBars
11031, 108, Mac's Sushi, 4.5, SushiBars
43895, 108, Odai Sushi, 4.0, SushiBars
5183, 110, Pita Pit, 5.0, Sandwiches
67230, 110, Subway, 4.5, Sandwiches
16531, 110, Firehouse Subs, 4.5, Sandwiches
57034, 110, Porchetta Roll, 4.5, Sandwiches
37887, 111, Sansotei Ramen, 4.0, Ramen
13010, 111, KINTON RAMEN, 3.5, Ramen
2328, 112, Kage Restobar, 4.5, AsianFusion
5318, 112, Katsuya, 4.5, AsianFusion
66609, 112, Mi'hito Sushi Laboratory, 4.0, AsianFusion
57365, 112, Corner By Spoon and Fork, 4.0, AsianFusion
63260, 113, Sushijun Express, 4.5, SushiBars
32884, 113, Sushi Park, 4.5, SushiBars
11031, 113, Mac's Sushi, 4.5, SushiBars
43895, 113, Odai Sushi, 4.0, SushiBars
25189, 114, Maranello Cafe, 5.0, Cafes
61696, 114, Cake Royale, 4.5, Cafes
28165, 114, Adobo Cafe, 4.5, Cafes
33901, 114, U Cafe, 4.5, Cafes
63260, 117, Sushijun Express, 4.5, SushiBars
32884, 117, Sushi Park, 4.5, SushiBars
11031, 117, Mac's Sushi, 4.5, SushiBars
43895, 117, Odai Sushi, 4.0, SushiBars
63260, 118, Sushijun Express, 4.5, SushiBars
32884, 118, Sushi Park, 4.5, SushiBars
11031, 118, Mac's Sushi, 4.5, SushiBars
43895, 118, Odai Sushi, 4.0, SushiBars
25189, 119, Maranello Cafe, 5.0, Cafes
61696, 119, Cake Royale, 4.5, Cafes
28165, 119, Adobo Cafe, 4.5, Cafes
33901, 119, U Cafe, 4.5, Cafes
63260, 121, Sushijun Express, 4.5, SushiBars
32884, 121, Sushi Park, 4.5, SushiBars
11031, 121, Mac's Sushi, 4.5, SushiBars
43895, 121, Odai Sushi, 4.0, SushiBars
63260, 122, Sushijun Express, 4.5, SushiBars
32884, 122, Sushi Park, 4.5, SushiBars
11031, 122, Mac's Sushi, 4.5, SushiBars
43895, 122, Odai Sushi, 4.0, SushiBars
3254, 123, Thirstea, 5.0, BubbleTea
36004, 123, Real Fruit Bubble Tea, 4.5, BubbleTea
51703, 123, I Heart Boba, 4.5, BubbleTea
29942, 123, Supermoon Japanese Style Cheesecakes, 4.0, BubbleTea
63260, 125, Sushijun Express, 4.5, SushiBars
32884, 125, Sushi Park, 4.5, SushiBars
11031, 125, Mac's Sushi, 4.5, SushiBars
43895, 125, Odai Sushi, 4.0, SushiBars
63260, 126, Sushijun Express, 4.5, SushiBars
32884, 126, Sushi Park, 4.5, SushiBars
11031, 126, Mac's Sushi, 4.5, SushiBars
43895, 126, Odai Sushi, 4.0, SushiBars
53879, 127, Burrito Boyz, 4.5, Mexican
1563, 127, Border MX Mexican Grill and Cantina, 4.0, Mexican
68003, 127, El Sombrero, 4.0, Mexican
34691, 127, Taco Del Mar, 3.5, Mexican
30976, 128, Los Paisas, 4.0, Brazilian
37491, 128, Brazz Carvery & Brazilian Steakhouse, 3.5, Brazilian
7740, 128, Brazas Brazilian Grill, 2.0, Brazilian
13780, 130, King Fish Poke, 4.5, SushiBars
50956, 130, Mizuho, 4.5, SushiBars
8477, 130, Umami PokéRito, 4.5, SushiBars
1, 130, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 131, King Fish Poke, 4.5, SushiBars
50956, 131, Mizuho, 4.5, SushiBars
8477, 131, Umami PokéRito, 4.5, SushiBars
1, 131, Musashi Japanese Restaurant, 4.0, SushiBars
6271, 132, Zablong Peculiar Pizza, 4.5, LocalFlavor
15361, 132, Smax Flatbread Grill, 4.5, LocalFlavor
18563, 132, Food Truck Friday Charlotte, 4.5, LocalFlavor
32397, 132, Cocina Latina, 4.5, LocalFlavor
68304, 133, CHIN CHIN II, 4.5, Chinese
31830, 133, Shun Jing, 4.5, Chinese
61677, 133, Kung Poa Express, 4.5, Chinese
44578, 133, China Bowl Express, 4.5, Chinese
13780, 135, King Fish Poke, 4.5, SushiBars
50956, 135, Mizuho, 4.5, SushiBars
8477, 135, Umami PokéRito, 4.5, SushiBars
1, 135, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 136, King Fish Poke, 4.5, SushiBars
50956, 136, Mizuho, 4.5, SushiBars
8477, 136, Umami PokéRito, 4.5, SushiBars
1, 136, Musashi Japanese Restaurant, 4.0, SushiBars
39385, 137, Caffeine Highway, 5.0, Coffee&Tea
37516, 137, Not Just Coffee - Providence, 5.0, Coffee&Tea
37309, 137, BoCo Coffee Roasters, 5.0, Coffee&Tea
7588, 137, Basal Coffee, 5.0, Coffee&Tea
13780, 139, King Fish Poke, 4.5, SushiBars
50956, 139, Mizuho, 4.5, SushiBars
8477, 139, Umami PokéRito, 4.5, SushiBars
1, 139, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 142, King Fish Poke, 4.5, SushiBars
50956, 142, Mizuho, 4.5, SushiBars
8477, 142, Umami PokéRito, 4.5, SushiBars
1, 142, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 143, King Fish Poke, 4.5, SushiBars
50956, 143, Mizuho, 4.5, SushiBars
8477, 143, Umami PokéRito, 4.5, SushiBars
1, 143, Musashi Japanese Restaurant, 4.0, SushiBars
2444, 144, Peño Mediterranean Grill, 5.0, Greek
67035, 144, Alpha Omega Grill & Pizzeria, 4.5, Greek
21198, 144, Showmars - Hearst Tower, 4.5, Greek
31587, 144, Little Village Grill, 4.5, Greek
13780, 145, King Fish Poke, 4.5, SushiBars
50956, 145, Mizuho, 4.5, SushiBars
8477, 145, Umami PokéRito, 4.5, SushiBars
1, 145, Musashi Japanese Restaurant, 4.0, SushiBars
1324, 147, Pennyard Bistro & Winery, 4.5, WineBars
60286, 147, Tutto Mondo Lounge, 4.5, WineBars
64323, 147, Corkscrew On 5th Wine & Coffee, 4.5, WineBars
10858, 147, Firebirds Wood Fired Grill, 4.0, WineBars
10361, 149, Zeitouni Grill, 4.5, Lebanese
3009, 149, Cedar Land, 4.0, Lebanese
13780, 150, King Fish Poke, 4.5, SushiBars
50956, 150, Mizuho, 4.5, SushiBars
8477, 150, Umami PokéRito, 4.5, SushiBars
1, 150, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 152, King Fish Poke, 4.5, SushiBars
50956, 152, Mizuho, 4.5, SushiBars
8477, 152, Umami PokéRito, 4.5, SushiBars
1, 152, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 153, King Fish Poke, 4.5, SushiBars
50956, 153, Mizuho, 4.5, SushiBars
8477, 153, Umami PokéRito, 4.5, SushiBars
1, 153, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 154, King Fish Poke, 4.5, SushiBars
50956, 154, Mizuho, 4.5, SushiBars
8477, 154, Umami PokéRito, 4.5, SushiBars
1, 154, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 155, King Fish Poke, 4.5, SushiBars
50956, 155, Mizuho, 4.5, SushiBars
8477, 155, Umami PokéRito, 4.5, SushiBars
1, 155, Musashi Japanese Restaurant, 4.0, SushiBars
14052, 157, Trade And Lore, 4.5, Cafes
44182, 157, Chickadee's Cafe, 4.5, Cafes
267, 157, Roots Cafe, 4.0, Cafes
66896, 157, Sunflour Baking Company, 4.0, Cafes
13780, 158, King Fish Poke, 4.5, SushiBars
50956, 158, Mizuho, 4.5, SushiBars
8477, 158, Umami PokéRito, 4.5, SushiBars
1, 158, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 161, King Fish Poke, 4.5, SushiBars
50956, 161, Mizuho, 4.5, SushiBars
8477, 161, Umami PokéRito, 4.5, SushiBars
1, 161, Musashi Japanese Restaurant, 4.0, SushiBars
5624, 162, La Shish Kabob, 4.5, MiddleEastern
20389, 162, Yafo Kitchen, 4.5, MiddleEastern
57148, 162, Golden Bakery, 4.5, MiddleEastern
18882, 162, Salam Pizza, 4.0, MiddleEastern
13780, 164, King Fish Poke, 4.5, SushiBars
50956, 164, Mizuho, 4.5, SushiBars
8477, 164, Umami PokéRito, 4.5, SushiBars
1, 164, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 166, King Fish Poke, 4.5, SushiBars
50956, 166, Mizuho, 4.5, SushiBars
8477, 166, Umami PokéRito, 4.5, SushiBars
1, 166, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 167, King Fish Poke, 4.5, SushiBars
50956, 167, Mizuho, 4.5, SushiBars
8477, 167, Umami PokéRito, 4.5, SushiBars
1, 167, Musashi Japanese Restaurant, 4.0, SushiBars
13780, 168, King Fish Poke, 4.5, SushiBars
50956, 168, Mizuho, 4.5, SushiBars
8477, 168, Umami PokéRito, 4.5, SushiBars
1, 168, Musashi Japanese Restaurant, 4.0, SushiBars
38407, 169, The Fudgery, 5.0, Desserts
1396, 169, Jewell Treats, 5.0, Desserts
7839, 169, The Art Of Baking, 5.0, Desserts
66901, 169, Cluck 'N Cup, 5.0, Desserts
9377, 170, McIntosh's Steaks & Seafood, 5.0, Steakhouses
59684, 170, Michael Arthurs Pub, 4.5, Steakhouses
25503, 170, Dressler's - Charlotte, 4.5, Steakhouses
427, 170, Oak Steakhouse Charlotte, 4.0, Steakhouses
17175, 173, T's Fat Parrot, 5.0, Bars
27774, 173, food for thought  Crowne Plaza, 4.5, Bars
60774, 173, Queen City Bites & Crafts, 4.5, Bars
16595, 173, Wolfman Pizza - Charlotte, 4.5, Bars
47269, 174, Verona, 5.0, Italian
34545, 174, Sal's Pizza Factory, 4.5, Italian
46635, 174, il Nido Ristorante, 4.5, Italian
492, 174, AQUA e VINO, 4.5, Italian
37415, 175, Crown Station, 5.0, MusicVenues
14107, 175, Eagle Speak Coffee House & Bar, 4.0, MusicVenues
22950, 175, D'Vine Wine Cafe, 3.5, MusicVenues
45909, 175, World of Beer, 3.5, MusicVenues
1190, 176, Tea Fusion Cafe, 4.5, BubbleTea
31206, 176, Kung Fu Tea, 4.5, BubbleTea
33962, 176, Crispy Banh Mi, 4.5, BubbleTea
52257, 176, Banh Mi Brothers, 4.5, BubbleTea
3470, 177, Chicken King, 5.0, Southern
42119, 177, Nana's Porch, 5.0, Southern
22363, 177, Circle G Restaurant, 4.5, Southern
57262, 177, Grandma's Country Kitchen, 4.5, Southern
1190, 180, Tea Fusion Cafe, 4.5, BubbleTea
31206, 180, Kung Fu Tea, 4.5, BubbleTea
33962, 180, Crispy Banh Mi, 4.5, BubbleTea
52257, 180, Banh Mi Brothers, 4.5, BubbleTea
8140, 182, Yogurt In Love, 5.0, Do-It-YourselfFood
3551, 182, Sweet Frog, 4.0, Do-It-YourselfFood
6003, 182, Pink Spoon, 4.0, Do-It-YourselfFood
10797, 182, Chopt Creative Salad Co., 4.0, Do-It-YourselfFood
46530, 184, 131 Main, 5.0, American(New)
208, 184, The Turnhouse Grille, 4.5, American(New)
65621, 184, Bang Bang Burgers South End, 4.5, American(New)
58456, 184, The Corner Bar, 4.5, American(New)
11214, 185, U Name It Restaurant, 5.0, ChickenWings
27135, 185, Buffalo's Southwest Cafe, 4.5, ChickenWings
10658, 185, Tamaleria Laurita, 4.5, ChickenWings
57112, 185, A Mouthful Concessions & Catering, 4.0, ChickenWings
11214, 186, U Name It Restaurant, 5.0, ChickenWings
27135, 186, Buffalo's Southwest Cafe, 4.5, ChickenWings
10658, 186, Tamaleria Laurita, 4.5, ChickenWings
57112, 186, A Mouthful Concessions & Catering, 4.0, ChickenWings
11214, 188, U Name It Restaurant, 5.0, ChickenWings
27135, 188, Buffalo's Southwest Cafe, 4.5, ChickenWings
10658, 188, Tamaleria Laurita, 4.5, ChickenWings
57112, 188, A Mouthful Concessions & Catering, 4.0, ChickenWings
11214, 189, U Name It Restaurant, 5.0, ChickenWings
27135, 189, Buffalo's Southwest Cafe, 4.5, ChickenWings
10658, 189, Tamaleria Laurita, 4.5, ChickenWings
57112, 189, A Mouthful Concessions & Catering, 4.0, ChickenWings
11214, 190, U Name It Restaurant, 5.0, ChickenWings
27135, 190, Buffalo's Southwest Cafe, 4.5, ChickenWings
10658, 190, Tamaleria Laurita, 4.5, ChickenWings
57112, 190, A Mouthful Concessions & Catering, 4.0, ChickenWings
39366, 192, Stella's Cafe, 5.0, Delis
22845, 192, Rooney's Market, 4.5, Delis
679, 192, Chris' Deli, 4.5, Delis
31610, 192, The Common Market Oakwold, 4.5, Delis
46530, 193, 131 Main, 5.0, American(New)
208, 193, The Turnhouse Grille, 4.5, American(New)
65621, 193, Bang Bang Burgers South End, 4.5, American(New)
58456, 193, The Corner Bar, 4.5, American(New)
55542, 194, Dukes Bread, 5.0, Bakeries
